Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-01-31 16:54,10:00:31,CV,0.9,0.956,0,0,0,0,F,F,F,F,F,F,F,0.3,0.79,55.3,58.1,65.1,55.3,58.7,65.1
2025-01-31 16:54,10:00:32,CV,0.895,0.956,0,0,0,0,F,F,F,F,F,F,F,0.29,0.81,55.3,58.1,65.1,55.3,58.7,65.1
2025-01-31 16:54,10:00:33,CV,0.89,0.519,30.19,15.669,1.208,0.627,F,F,F,F,F,F,F,0.3,0.78,55.3,58.1,65.1,55.3,58.7,65.1
2025-01-31 16:54,10:00:34,CV,0.885,0.912,0.001,0.001,0,0,F,F,F,F,F,F,F,0.3,0.76,55.3,58.1,65.1,55.3,58.7,65.1
2025-01-31 16:54,10:00:35,CV,0.88,0.936,0.001,0.001,0,0,F,F,F,F,F,F,F,0.29,0.77,55.3,58.2,65,55.3,58.7,65.1
2025-01-31 16:54,10:00:36,CV,0.875,0.939,0.259,0.243,0.01,0.01,F,F,F,F,F,F,F,0.31,0.76,55.3,58.2,65,55.3,58.7,65.1
2025-01-31 16:54,10:00:37,CV,0.87,0.927,0.001,0.001,0,0,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65,55.3,58.7,65.1
2025-01-31 16:54,10:00:38,CV,0.865,0.892,0.287,0.256,0.011,0.01,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65,55.3,58.7,65.1
2025-01-31 16:54,10:00:39,CV,0.86,0.922,0.001,0.001,0,0,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:40,CV,0.855,0.87,0.023,0.02,0.001,0.001,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:41,CV,0.85,0.92,0.001,0.001,0,0,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:42,CV,0.845,0.873,0.506,0.442,0.02,0.018,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:43,CV,0.84,0.919,0.001,0.001,0,0,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:44,CV,0.835,0.919,0.004,0.004,0,0,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,65,55.3,58.7,65
2025-01-31 16:54,10:00:45,CV,0.83,0.867,1.209,1.048,0.048,0.042,F,F,F,F,F,F,F,0.29,0.77,55.3,58.2,65,55.3,58.7,64.9
2025-01-31 16:54,10:00:46,CV,0.825,0.842,0.743,0.626,0.03,0.025,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,64.9,55.3,58.7,64.9
2025-01-31 16:54,10:00:47,CV,0.82,0.836,0.849,0.71,0.034,0.028,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,64.9,55.3,58.8,64.9
2025-01-31 16:54,10:00:48,CV,0.815,0.825,1.178,0.972,0.047,0.039,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,64.9,55.3,58.8,64.9
2025-01-31 16:54,10:00:49,CV,0.81,0.826,1.153,0.952,0.046,0.038,F,F,F,F,F,F,F,0.29,0.79,55.3,58.2,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:50,CV,0.805,0.84,0.801,0.673,0.032,0.027,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:51,CV,0.8,0.824,1.229,1.013,0.049,0.041,F,F,F,F,F,F,F,0.3,0.79,55.4,58.3,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:52,CV,0.795,0.827,1.896,1.568,0.076,0.063,F,F,F,F,F,F,F,0.29,0.77,55.4,58.3,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:53,CV,0.79,0.812,1.664,1.351,0.067,0.054,F,F,F,F,F,F,F,0.3,0.81,55.4,58.3,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:54,CV,0.785,0.815,2.442,1.99,0.098,0.08,F,F,F,F,F,F,F,0.29,0.77,55.4,58.3,65,55.3,58.8,64.9
2025-01-31 16:55,10:00:55,CV,0.78,0.801,2.188,1.753,0.088,0.07,F,F,F,F,F,F,F,0.29,0.78,55.4,58.3,65.1,55.4,58.8,64.9
2025-01-31 16:55,10:00:56,CV,0.775,0.822,1.403,1.153,0.056,0.046,F,F,F,F,F,F,F,0.3,0.72,55.4,58.3,65.1,55.4,58.8,64.9
2025-01-31 16:55,10:00:57,CV,0.77,0.792,2.753,2.18,0.11,0.087,F,F,F,F,F,F,F,0.29,0.77,55.4,58.4,65,55.4,58.8,64.9
2025-01-31 16:55,10:00:58,CV,0.765,0.815,1.736,1.415,0.069,0.057,F,F,F,F,F,F,F,0.29,0.77,55.4,58.4,65,55.4,58.8,64.9
2025-01-31 16:55,10:00:59,CV,0.76,0.793,2.78,2.205,0.111,0.088,F,F,F,F,F,F,F,0.29,0.79,55.4,58.4,65,55.4,58.8,64.9
