Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-01-28 08:26:00,10:00:31,CV,0.9,0.96,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.3,58.5,65.1
2025-01-28 08:26:01,10:00:32,CV,0.895,0.96,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,65.0,55.3,58.5,65.1
2025-01-28 08:26:02,10:00:33,CV,0.89,0.959,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.3,58.5,65.1
2025-01-28 08:26:03,10:00:34,CV,0.885,0.932,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.3,0.74,55.3,58.4,65.0,55.3,58.5,65.1
2025-01-28 08:26:04,10:00:35,CV,0.88,0.938,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.3,58.5,65.1
2025-01-28 08:26:05,10:00:36,CV,0.875,0.857,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.3,0.78,55.3,58.4,65.0,55.3,58.5,65.0
2025-01-28 08:26:06,10:00:37,CV,0.87,0.862,0.513,0.442,0.021,0.018,F,F,F,F,F,F,F,0.29,0.73,55.3,58.4,65.0,55.3,58.5,65.0
2025-01-28 08:26:07,10:00:38,CV,0.865,0.923,0.427,0.394,0.017,0.016,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.0,55.3,58.5,65.0
2025-01-28 08:26:08,10:00:39,CV,0.86,0.927,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.31,0.76,55.3,58.4,65.0,55.3,58.5,65.0
2025-01-28 08:26:09,10:00:40,CV,0.855,0.923,0.416,0.384,0.017,0.015,F,F,F,F,F,F,F,0.31,0.79,55.3,58.4,65.1,55.3,58.5,65.0
2025-01-28 08:26:10,10:00:41,CV,0.85,0.858,1.089,0.934,0.044,0.037,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.1,55.3,58.5,64.9
2025-01-28 08:26:11,10:00:42,CV,0.845,0.923,0.003,0.003,0.0,0.0,F,F,F,F,F,F,F,0.3,0.73,55.3,58.4,65.1,55.3,58.5,64.9
2025-01-28 08:26:12,10:00:43,CV,0.84,0.92,0.001,0.001,0.0,0.0,F,F,F,F,F,F,F,0.29,0.74,55.3,58.4,64.9,55.3,58.5,64.9
2025-01-28 08:26:13,10:00:44,CV,0.835,0.918,0.763,0.7,0.031,0.028,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,64.9,55.3,58.4,64.9
2025-01-28 08:26:14,10:00:45,CV,0.83,0.858,1.134,0.973,0.045,0.039,F,F,F,F,F,F,F,0.29,0.81,55.3,58.4,64.9,55.3,58.4,64.9
2025-01-28 08:26:15,10:00:46,CV,0.825,0.835,0.958,0.8,0.038,0.032,F,F,F,F,F,F,F,0.3,0.73,55.3,58.4,64.9,55.3,58.4,64.9
2025-01-28 08:26:16,10:00:47,CV,0.82,0.839,0.79,0.663,0.032,0.027,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,64.9,55.3,58.4,64.9
2025-01-28 08:26:17,10:00:48,CV,0.815,0.833,1.21,1.008,0.048,0.04,F,F,F,F,F,F,F,0.29,0.75,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:18,10:00:49,CV,0.81,0.828,1.137,0.941,0.045,0.038,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:19,10:00:50,CV,0.805,0.816,1.544,1.26,0.062,0.05,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:20,10:00:51,CV,0.8,0.824,1.285,1.059,0.051,0.042,F,F,F,F,F,F,F,0.3,0.79,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:21,10:00:52,CV,0.795,0.807,1.961,1.583,0.078,0.063,F,F,F,F,F,F,F,0.31,0.77,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:22,10:00:53,CV,0.79,0.812,1.749,1.42,0.07,0.057,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65.1,55.3,58.4,64.9
2025-01-28 08:26:23,10:00:54,CV,0.785,0.815,1.621,1.321,0.065,0.053,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.3,58.4,64.9
2025-01-28 08:26:24,10:00:55,CV,0.78,0.812,1.846,1.499,0.074,0.06,F,F,F,F,F,F,F,0.31,0.79,55.3,58.4,65.0,55.3,58.4,65.0
2025-01-28 08:26:25,10:00:56,CV,0.775,0.805,3.145,2.532,0.126,0.101,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.0,55.3,58.4,65.0
2025-01-28 08:26:26,10:00:57,CV,0.77,0.803,2.289,1.838,0.092,0.074,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.3,58.4,65.0
2025-01-28 08:26:27,10:00:58,CV,0.765,0.796,3.892,3.098,0.156,0.124,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65.0,55.3,58.4,65.0
2025-01-28 08:26:28,10:00:59,CV,0.76,0.793,2.861,2.269,0.114,0.091,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65.0,55.3,58.4,65.0
