Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-01-30 20:47:31,10:00:31,CV,0.9,0.957,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,65.0,55.4,58.5,65.0
2025-01-30 20:47:32,10:00:32,CV,0.895,0.957,30.56,29.246,1.222,1.17,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,65.0,55.4,58.6,64.9
2025-01-30 20:47:33,10:00:33,CV,0.89,0.52,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,64.9,55.4,58.6,64.9
2025-01-30 20:47:34,10:00:34,CV,0.885,0.937,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.78,55.4,58.3,64.9,55.4,58.6,64.9
2025-01-30 20:47:35,10:00:35,CV,0.88,0.941,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.76,55.4,58.3,64.9,55.4,58.6,64.9
2025-01-30 20:47:36,10:00:36,CV,0.875,0.929,0.055,0.051,0.002,0.002,F,F,F,F,F,F,F,0.29,0.73,55.4,58.3,65.0,55.4,58.6,64.9
2025-01-30 20:47:37,10:00:37,CV,0.87,0.923,0.0,0.0,0.0,0.0,F,F,F,F,F,F,F,0.29,0.78,55.4,58.3,65.0,55.4,58.7,64.9
2025-01-30 20:47:38,10:00:38,CV,0.865,0.872,0.361,0.315,0.014,0.013,F,F,F,F,F,F,F,0.3,0.78,55.3,58.3,65.0,55.4,58.7,64.9
2025-01-30 20:47:39,10:00:39,CV,0.86,0.87,0.361,0.314,0.014,0.013,F,F,F,F,F,F,F,0.28,0.76,55.3,58.3,65.0,55.4,58.7,64.9
2025-01-30 20:47:40,10:00:40,CV,0.855,0.921,0.534,0.492,0.021,0.02,F,F,F,F,F,F,F,0.3,0.76,55.3,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:41,10:00:41,CV,0.85,0.857,0.739,0.633,0.03,0.025,F,F,F,F,F,F,F,0.29,0.75,55.2,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:42,10:00:42,CV,0.845,0.846,1.112,0.941,0.044,0.038,F,F,F,F,F,F,F,0.31,0.74,55.2,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:43,10:00:43,CV,0.84,0.895,1.086,0.972,0.043,0.039,F,F,F,F,F,F,F,0.31,0.77,55.2,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:44,10:00:44,CV,0.835,0.85,0.926,0.787,0.037,0.031,F,F,F,F,F,F,F,0.3,0.74,55.1,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:45,10:00:45,CV,0.83,0.842,0.772,0.65,0.031,0.026,F,F,F,F,F,F,F,0.3,0.77,55.1,58.3,64.9,55.4,58.7,65.0
2025-01-30 20:47:46,10:00:46,CV,0.825,0.84,1.084,0.911,0.043,0.036,F,F,F,F,F,F,F,0.3,0.79,54.9,58.3,64.9,55.4,58.7,65.0
2025-01-30 20:47:47,10:00:47,CV,0.82,0.831,1.05,0.873,0.042,0.035,F,F,F,F,F,F,F,0.3,0.76,54.9,58.3,65.0,55.4,58.7,65.0
2025-01-30 20:47:48,10:00:48,CV,0.815,0.831,0.848,0.705,0.034,0.028,F,F,F,F,F,F,F,0.29,0.81,54.9,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:49,10:00:49,CV,0.81,0.828,1.17,0.969,0.047,0.039,F,F,F,F,F,F,F,0.3,0.77,54.8,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:50,10:00:50,CV,0.805,0.835,0.975,0.814,0.039,0.033,F,F,F,F,F,F,F,0.29,0.79,54.8,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:51,10:00:51,CV,0.8,0.825,1.234,1.018,0.049,0.041,F,F,F,F,F,F,F,0.29,0.76,54.8,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:52,10:00:52,CV,0.795,0.823,1.397,1.15,0.056,0.046,F,F,F,F,F,F,F,0.29,0.8,54.6,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:53,10:00:53,CV,0.79,0.801,2.053,1.644,0.082,0.066,F,F,F,F,F,F,F,0.29,0.79,54.6,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:54,10:00:54,CV,0.785,0.806,1.867,1.505,0.075,0.06,F,F,F,F,F,F,F,0.31,0.76,54.6,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:55,10:00:55,CV,0.78,0.791,2.613,2.067,0.105,0.083,F,F,F,F,F,F,F,0.3,0.79,54.5,58.3,65.0,55.4,58.8,65.0
2025-01-30 20:47:56,10:00:56,CV,0.775,0.802,2.338,1.875,0.094,0.075,F,F,F,F,F,F,F,0.29,0.76,54.5,58.3,65.0,55.4,58.8,65.0
