mode,ox/red,error,control changes,counter inc.,Ns,time/s,control/V,Voltage(V),<I>/mA,Current(A),dQ/mA.h,I Range,Pwe/W,Rwe/Ohm,Power density(W/cm2)
3,0,0,0,0,0,757467.320982232,0.0,0.87474567,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757468.32098101,0.0,0.93185097,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757469.320979788,0.0,0.94194072,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757470.320978567,0.0,0.94741476,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757471.320977345,0.0,0.95100051,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757472.320976123,0.0,0.95353729,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757473.320974901,0.0,0.95536834,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757474.320973679,0.0,0.95691323,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757475.320972457,0.0,0.95805764,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757476.320971235,0.0,0.95914483,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757477.320970013,0.0,0.95996499,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757478.320968791,0.0,0.96057528,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757479.320967569,0.0,0.96112841,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757480.320966348,0.0,0.96158618,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757481.320965126,0.0,0.96183413,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757482.320963904,0.0,0.96213931,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757483.320962682,0.0,0.96252078,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757484.32096146,0.0,0.9625017,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757485.320960238,0.0,0.96267337,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757486.320959016,0.0,0.96303576,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757487.320957794,0.0,0.96313113,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757488.320956572,0.0,0.96320742,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757489.320955351,0.0,0.96320742,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757490.320954129,0.0,0.96332186,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757491.320952907,0.0,0.96330279,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757492.320951685,0.0,0.96334094,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757493.320950463,0.0,0.96336001,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757494.320949241,0.0,0.96336001,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757495.320948019,0.0,0.96336001,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,0,0,0,757496.320946797,0.0,0.9635126,0.0,0.0,-0.000355301920572916,14,0.0,0.0,0.0
3,0,0,1,0,0,757497.320745576,0.96353054,0.96400851,0.0,0.0,0.0,26,0.0,0.0,0.0
2,0,0,0,0,1,757497.322345573,0.96371585,0.96421832,-17.4009869843721,0.0174009869843721,-7.73377199305428e-06,26,-0.01677835,55.411701,0.0006711340174565253
2,0,0,0,0,1,757497.32434557,0.96361583,0.96395129,-31.9423439025878,0.0319423439025878,-2.54795177578926e-05,26,-0.030790864,30.177851,0.0012316345444209258
2,0,0,0,0,1,757497.326345566,0.96351576,0.96395129,-36.0134160995483,0.0360134160995483,-4.54869707226753e-05,26,-0.034715179,26.766449,0.001388607156258654
2,0,0,0,0,1,757497.328345563,0.96341568,0.96400851,-40.5933712005615,0.0405933712005615,-6.80388431880209e-05,26,-0.039132357,23.747929,0.0015652942114772082
2,0,0,0,0,1,757497.330345559,0.96331567,0.96362704,-42.1709142684936,0.0421709142684936,-9.14671271973186e-05,26,-0.040637035,22.850513,0.00162548133162569
2,0,0,0,0,1,757497.332345556,0.96321559,0.96370333,-46.1910963058471,0.0461910963058471,-0.000117128846095667,26,-0.044514515,20.8634,0.0017805805330518218
2,0,0,0,0,1,757497.334345553,0.96311557,0.96360797,-46.1910963058471,0.0461910963058471,-0.000142790564994017,26,-0.044510107,20.861336,0.0017804043417340729
2,0,0,0,0,1,757497.336345549,0.9630155,0.96336001,-49.0408477783203,0.0490408477783203,-0.000170035478730996,26,-0.04724399,19.644033,0.001889759664245245
2,0,0,0,0,1,757497.338345546,0.96291542,0.96345538,-52.4503707885742,0.052450370788574195,-0.000199174571070406,26,-0.050533593,18.368895,0.002021343676769866
2,0,0,0,0,1,757497.340345542,0.9628154,0.96318835,-50.2621681213378,0.050262168121337804,-0.000227097996956772,26,-0.048411936,19.163286,0.0019364773912085584
2,0,0,0,0,1,757497.342345539,0.96271533,0.96313113,-55.1983425140381,0.0551983425140381,-0.000257763741950194,26,-0.053163242,17.448551,0.002126529679986902
2,0,0,0,0,1,757497.344345536,0.96261525,0.96301669,-54.638570022583,0.054638570022583,-0.000288118500530719,26,-0.052617855,17.625217,0.0021047141939792443
2,0,0,0,0,1,757497.346345532,0.96251523,0.96301669,-54.5876827239992,0.0545876827239992,-0.000318444988813665,26,-0.052568849,17.641647,0.002102753981265436
