Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),Cell (V) 1
2025-01-22 23:45:44,10:00:48,CV,0.815,0.826,1.765,1.458,0.071,0.058,F,F,F,F,F,F,F,0.29,0.76,55.7,58.2,65.0,55.3,58.5,65.0,0.0
2025-01-22 23:45:45,10:00:49,CV,0.81,0.834,1.459,1.217,0.058,0.049,F,F,F,F,F,F,F,0.29,0.75,55.7,58.2,65.0,55.3,58.5,65.0,0.0
2025-01-22 23:45:46,10:00:50,CV,0.805,0.816,2.265,1.848,0.091,0.074,F,F,F,F,F,F,F,0.3,0.81,55.7,58.2,65.0,55.3,58.5,65.0,0.0
2025-01-22 23:45:47,10:00:51,CV,0.8,0.834,2.573,2.146,0.103,0.086,F,F,F,F,F,F,F,0.3,0.78,55.7,58.1,65.0,55.3,58.5,65.0,0.0
2025-01-22 23:45:48,10:00:52,CV,0.795,0.828,1.79,1.482,0.072,0.059,F,F,F,F,F,F,F,0.3,0.79,55.7,58.1,65.0,55.3,58.5,65.0,0.0
2025-01-22 23:45:49,10:00:53,CV,0.79,0.82,2.869,2.353,0.115,0.094,F,F,F,F,F,F,F,0.29,0.78,55.7,58.1,65.0,55.3,58.6,65.0,0.0
2025-01-22 23:45:50,10:00:54,CV,0.785,0.795,3.701,2.942,0.148,0.118,F,F,F,F,F,F,F,0.3,0.78,55.7,58.2,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:45:51,10:00:55,CV,0.78,0.813,2.592,2.107,0.104,0.084,F,F,F,F,F,F,F,0.3,0.78,55.7,58.2,65.1,55.3,58.7,65.0,0.0
2025-01-22 23:45:52,10:00:56,CV,0.775,0.785,4.603,3.613,0.184,0.145,F,F,F,F,F,F,F,0.3,0.75,55.7,58.2,65.1,55.3,58.7,65.0,0.0
2025-01-22 23:45:53,10:00:57,CV,0.77,0.806,3.6,2.902,0.144,0.116,F,F,F,F,F,F,F,0.3,0.78,55.7,58.2,65.0,55.3,58.7,65.0,0.0
2025-01-22 23:45:54,10:00:58,CV,0.765,0.775,5.526,4.283,0.221,0.171,F,F,F,F,F,F,F,0.29,0.76,55.7,58.2,65.0,55.3,58.7,65.0,0.0
2025-01-22 23:45:55,10:00:59,CV,0.76,0.797,4.32,3.443,0.173,0.138,F,F,F,F,F,F,F,0.29,0.79,55.7,58.2,65.0,55.3,58.7,64.9,0.0
2025-01-22 23:45:56,10:01:00,CV,0.755,0.765,6.526,4.992,0.261,0.2,F,F,F,F,F,F,F,0.29,0.78,55.7,58.2,64.9,55.3,58.7,64.9,0.0
2025-01-22 23:45:57,10:01:01,CV,0.75,0.774,5.719,4.427,0.229,0.177,F,F,F,F,F,F,F,0.3,0.75,55.7,58.2,64.9,55.3,58.7,64.9,0.0
2025-01-22 23:45:58,10:01:02,CV,0.745,0.755,7.569,5.715,0.303,0.229,F,F,F,F,F,F,F,0.3,0.8,55.7,58.2,64.9,55.3,58.7,64.9,0.0
2025-01-22 23:45:59,10:01:03,CV,0.74,0.781,6.013,4.696,0.241,0.188,F,F,F,F,F,F,F,0.31,0.77,55.7,58.2,64.9,55.3,58.7,64.9,0.0
2025-01-22 23:46:00,10:01:04,CV,0.735,0.746,8.679,6.475,0.347,0.259,F,F,F,F,F,F,F,0.3,0.76,55.7,58.2,64.9,55.3,58.8,64.9,0.0
2025-01-22 23:46:01,10:01:05,CV,0.73,0.772,8.32,6.423,0.333,0.257,F,F,F,F,F,F,F,0.29,0.77,55.7,58.2,64.9,55.3,58.8,64.9,0.0
2025-01-22 23:46:02,10:01:06,CV,0.725,0.735,9.998,7.349,0.4,0.294,F,F,F,F,F,F,F,0.31,0.77,55.7,58.2,64.9,55.4,58.8,64.9,0.0
2025-01-22 23:46:03,10:01:07,CV,0.72,0.764,7.229,5.523,0.289,0.221,F,F,F,F,F,F,F,0.29,0.75,55.6,58.2,64.9,55.4,58.8,65.0,0.0
2025-01-22 23:46:04,10:01:08,CV,0.715,0.725,11.15,8.084,0.446,0.323,F,F,F,F,F,F,F,0.3,0.78,55.6,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:05,10:01:09,CV,0.71,0.756,10.68,8.074,0.427,0.323,F,F,F,F,F,F,F,0.29,0.78,55.6,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:06,10:01:10,CV,0.705,0.715,12.51,8.945,0.5,0.358,F,F,F,F,F,F,F,0.3,0.77,55.6,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:07,10:01:11,CV,0.7,0.728,9.99,7.273,0.4,0.291,F,F,F,F,F,F,F,0.31,0.74,55.6,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:08,10:01:12,CV,0.695,0.706,13.65,9.637,0.546,0.385,F,F,F,F,F,F,F,0.3,0.77,55.6,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:09,10:01:13,CV,0.69,0.718,12.41,8.91,0.496,0.356,F,F,F,F,F,F,F,0.3,0.77,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:10,10:01:14,CV,0.685,0.696,14.94,10.398,0.598,0.416,F,F,F,F,F,F,F,0.3,0.76,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:11,10:01:15,CV,0.68,0.709,13.67,9.692,0.547,0.388,F,F,F,F,F,F,F,0.3,0.76,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:12,10:01:16,CV,0.675,0.747,16.22,12.116,0.649,0.485,F,F,F,F,F,F,F,0.29,0.75,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:13,10:01:17,CV,0.67,0.719,13.84,9.951,0.554,0.398,F,F,F,F,F,F,F,0.29,0.78,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:14,10:01:18,CV,0.665,0.675,17.42,11.759,0.697,0.47,F,F,F,F,F,F,F,0.29,0.79,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:15,10:01:19,CV,0.66,0.71,14.1,10.011,0.564,0.4,F,F,F,F,F,F,F,0.29,0.78,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:16,10:01:20,CV,0.655,0.665,18.73,12.455,0.749,0.498,F,F,F,F,F,F,F,0.29,0.79,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:17,10:01:21,CV,0.65,0.701,15.42,10.809,0.617,0.432,F,F,F,F,F,F,F,0.29,0.8,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:18,10:01:22,CV,0.645,0.655,19.86,13.008,0.794,0.52,F,F,F,F,F,F,F,0.29,0.74,55.7,58.3,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:19,10:01:23,CV,0.64,0.69,17.58,12.13,0.703,0.485,F,F,F,F,F,F,F,0.29,0.77,55.7,58.3,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:20,10:01:24,CV,0.635,0.645,20.84,13.442,0.834,0.538,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:21,10:01:25,CV,0.63,0.658,19.88,13.081,0.795,0.523,F,F,F,F,F,F,F,0.3,0.78,55.7,58.3,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:22,10:01:26,CV,0.625,0.669,19.07,12.758,0.763,0.51,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:23,10:01:27,CV,0.62,0.63,22.43,14.131,0.897,0.565,F,F,F,F,F,F,F,0.29,0.81,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:24,10:01:28,CV,0.615,0.665,20.54,13.659,0.822,0.546,F,F,F,F,F,F,F,0.29,0.76,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:25,10:01:29,CV,0.61,0.621,23.31,14.476,0.932,0.579,F,F,F,F,F,F,F,0.29,0.75,55.7,58.2,65.1,55.4,58.8,65.0,0.0
2025-01-22 23:46:26,10:01:30,CV,0.605,0.655,23.87,15.635,0.955,0.625,F,F,F,F,F,F,F,0.3,0.78,55.7,58.2,65.0,55.4,58.8,65.0,0.0
2025-01-22 23:46:27,10:01:31,CV,0.6,0.649,21.51,13.96,0.86,0.558,F,F,F,F,F,F,F,0.29,0.79,55.7,58.2,65.0,55.3,58.8,65.0,0.0
2025-01-22 23:46:28,10:01:32,CV,0.595,0.635,22.61,14.357,0.904,0.574,F,F,F,F,F,F,F,0.29,0.75,55.7,58.2,65.0,55.3,58.8,65.0,0.0
2025-01-22 23:46:29,10:01:33,CV,0.59,0.601,25.04,15.049,1.002,0.602,F,F,F,F,F,F,F,0.29,0.75,55.7,58.3,64.9,55.3,58.8,65.0,0.0
2025-01-22 23:46:30,10:01:34,CV,0.585,0.633,25.5,16.142,1.02,0.646,F,F,F,F,F,F,F,0.31,0.73,55.7,58.3,64.9,55.3,58.7,65.0,0.0
2025-01-22 23:46:31,10:01:35,CV,0.58,0.662,21.04,13.928,0.842,0.557,F,F,F,F,F,F,F,0.31,0.73,55.6,58.3,64.9,55.3,58.7,65.0,0.0
2025-01-22 23:46:32,10:01:36,CV,0.575,0.585,26.3,15.385,1.052,0.615,F,F,F,F,F,F,F,0.3,0.77,55.6,58.3,64.9,55.3,58.7,65.0,0.0
2025-01-22 23:46:33,10:01:37,CV,0.57,0.595,25.83,15.369,1.033,0.615,F,F,F,F,F,F,F,0.29,0.79,55.6,58.3,64.9,55.3,58.7,65.1,0.0
2025-01-22 23:46:34,10:01:38,CV,0.565,0.605,25.4,15.367,1.016,0.615,F,F,F,F,F,F,F,0.3,0.78,55.6,58.3,64.9,55.3,58.7,65.1,0.0
2025-01-22 23:46:35,10:01:39,CV,0.56,0.571,27.24,15.554,1.09,0.622,F,F,F,F,F,F,F,0.3,0.76,55.6,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:36,10:01:40,CV,0.555,0.579,24.04,13.919,0.962,0.557,F,F,F,F,F,F,F,0.3,0.78,55.6,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:37,10:01:41,CV,0.55,0.561,27.9,15.652,1.116,0.626,F,F,F,F,F,F,F,0.3,0.79,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:38,10:01:42,CV,0.545,0.569,27.07,15.403,1.083,0.616,F,F,F,F,F,F,F,0.29,0.78,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:39,10:01:43,CV,0.54,0.551,28.46,15.681,1.138,0.627,F,F,F,F,F,F,F,0.3,0.78,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:40,10:01:44,CV,0.535,0.578,27.73,16.028,1.109,0.641,F,F,F,F,F,F,F,0.28,0.76,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:41,10:01:45,CV,0.53,0.541,28.92,15.646,1.157,0.626,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:42,10:01:46,CV,0.525,0.567,28.1,15.933,1.124,0.637,F,F,F,F,F,F,F,0.3,0.77,55.7,58.3,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:43,10:01:47,CV,0.52,0.53,29.5,15.635,1.18,0.625,F,F,F,F,F,F,F,0.3,0.76,55.7,58.4,65.0,55.4,58.7,65.1,0.0
2025-01-22 23:46:44,10:01:48,CV,0.515,0.556,28.7,15.957,1.148,0.638,F,F,F,F,F,F,F,0.31,0.76,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:45,10:01:49,CV,0.51,0.521,29.92,15.588,1.197,0.624,F,F,F,F,F,F,F,0.29,0.77,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:46,10:01:50,CV,0.505,0.528,29.57,15.613,1.183,0.625,F,F,F,F,F,F,F,0.29,0.77,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:47,10:01:51,CV,0.5,0.511,30.43,15.55,1.217,0.622,F,F,F,F,F,F,F,0.3,0.74,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:48,10:01:52,CV,0.495,0.534,29.86,15.945,1.194,0.638,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:49,10:01:53,CV,0.49,0.5,30.94,15.47,1.238,0.619,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.1,55.4,58.6,65.0,0.0
2025-01-22 23:46:50,10:01:54,CV,0.485,0.508,30.75,15.621,1.23,0.625,F,F,F,F,F,F,F,0.3,0.75,55.7,58.3,65.1,55.4,58.6,65.0,0.0
2025-01-22 23:46:51,10:01:55,CV,0.48,0.518,31.2,16.162,1.248,0.646,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:46:52,10:01:56,CV,0.475,0.512,30.88,15.811,1.235,0.632,F,F,F,F,F,F,F,0.3,0.76,55.7,58.3,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:53,10:01:57,CV,0.47,0.48,31.55,15.144,1.262,0.606,F,F,F,F,F,F,F,0.3,0.78,55.7,58.3,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:54,10:01:58,CV,0.465,0.502,31.18,15.652,1.247,0.626,F,F,F,F,F,F,F,0.29,0.76,55.7,58.3,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:55,10:01:59,CV,0.46,0.478,31.7,15.153,1.268,0.606,F,F,F,F,F,F,F,0.3,0.78,55.7,58.3,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:56,10:02:00,CV,0.455,0.466,31.98,14.903,1.279,0.596,F,F,F,F,F,F,F,0.31,0.73,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:46:57,10:02:01,CV,0.45,0.473,32.13,15.197,1.285,0.608,F,F,F,F,F,F,F,0.29,0.78,55.7,58.4,64.9,55.4,58.7,65.0,0.0
2025-01-22 23:46:58,10:02:02,CV,0.445,0.481,32.25,15.512,1.29,0.62,F,F,F,F,F,F,F,0.31,0.77,55.7,58.4,64.9,55.4,58.7,65.0,0.0
2025-01-22 23:46:59,10:02:03,CV,0.44,0.451,32.44,14.63,1.298,0.585,F,F,F,F,F,F,F,0.29,0.77,55.7,58.4,64.9,55.4,58.7,65.0,0.0
2025-01-22 23:47:00,10:02:04,CV,0.435,0.458,32.35,14.816,1.294,0.593,F,F,F,F,F,F,F,0.29,0.77,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:47:01,10:02:05,CV,0.43,0.49,32.03,15.695,1.281,0.628,F,F,F,F,F,F,F,0.3,0.78,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:02,10:02:06,CV,0.425,0.436,32.81,14.305,1.312,0.572,F,F,F,F,F,F,F,0.3,0.78,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:03,10:02:07,CV,0.42,0.443,32.73,14.499,1.309,0.58,F,F,F,F,F,F,F,0.3,0.71,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:04,10:02:08,CV,0.415,0.426,33.06,14.084,1.322,0.563,F,F,F,F,F,F,F,0.29,0.75,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:05,10:02:09,CV,0.41,0.447,33.12,14.805,1.325,0.592,F,F,F,F,F,F,F,0.28,0.72,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:06,10:02:10,CV,0.405,0.442,32.85,14.52,1.314,0.581,F,F,F,F,F,F,F,0.29,0.74,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:07,10:02:11,CV,0.4,0.43,33.06,14.216,1.322,0.569,F,F,F,F,F,F,F,0.29,0.79,55.8,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:08,10:02:12,CV,0.395,0.406,33.38,13.552,1.335,0.542,F,F,F,F,F,F,F,0.31,0.74,55.8,58.4,65.0,55.3,58.6,65.0,0.0
2025-01-22 23:47:09,10:02:13,CV,0.39,0.426,33.31,14.19,1.332,0.568,F,F,F,F,F,F,F,0.29,0.74,55.8,58.4,65.0,55.3,58.6,65.0,0.0
2025-01-22 23:47:10,10:02:14,CV,0.385,0.397,33.65,13.359,1.346,0.534,F,F,F,F,F,F,F,0.29,0.74,55.8,58.4,65.0,55.3,58.6,65.0,0.0
2025-01-22 23:47:11,10:02:15,CV,0.38,0.415,33.75,14.006,1.35,0.56,F,F,F,F,F,F,F,0.29,0.75,55.8,58.4,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:47:12,10:02:16,CV,0.375,0.411,33.6,13.81,1.344,0.552,F,F,F,F,F,F,F,0.29,0.76,55.8,58.4,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:47:13,10:02:17,CV,0.37,0.388,33.85,13.134,1.354,0.525,F,F,F,F,F,F,F,0.29,0.76,55.8,58.4,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:47:14,10:02:18,CV,0.365,0.376,33.96,12.769,1.358,0.511,F,F,F,F,F,F,F,0.31,0.76,55.8,58.4,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:47:15,10:02:19,CV,0.36,0.395,33.92,13.398,1.357,0.536,F,F,F,F,F,F,F,0.3,0.77,55.7,58.4,65.1,55.3,58.6,65.0,0.0
2025-01-22 23:47:16,10:02:20,CV,0.355,0.366,34.16,12.503,1.366,0.5,F,F,F,F,F,F,F,0.3,0.76,55.7,58.4,65.0,55.3,58.6,65.0,0.0
2025-01-22 23:47:17,10:02:21,CV,0.35,0.374,34.1,12.753,1.364,0.51,F,F,F,F,F,F,F,0.3,0.79,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:47:18,10:02:22,CV,0.345,0.356,34.24,12.189,1.37,0.488,F,F,F,F,F,F,F,0.3,0.79,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:47:19,10:02:23,CV,0.34,0.362,34.26,12.402,1.37,0.496,F,F,F,F,F,F,F,0.29,0.81,55.7,58.4,65.0,55.4,58.7,65.0,0.0
2025-01-22 23:47:20,10:02:24,CV,0.335,0.348,34.47,11.996,1.379,0.48,F,F,F,F,F,F,F,0.3,0.79,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:21,10:02:25,CV,0.33,0.366,34.23,12.528,1.369,0.501,F,F,F,F,F,F,F,0.29,0.78,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:22,10:02:26,CV,0.325,0.335,34.64,11.604,1.386,0.464,F,F,F,F,F,F,F,0.31,0.74,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:23,10:02:27,CV,0.32,0.369,34.69,12.801,1.388,0.512,F,F,F,F,F,F,F,0.31,0.77,55.7,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 23:47:24,10:02:28,CV,0.315,0.326,34.64,11.293,1.386,0.452,F,F,F,F,F,F,F,0.31,0.77,55.7,58.3,65.1,55.4,58.6,65.0,0.0
2025-01-22 23:47:25,10:02:29,CV,0.31,0.348,34.86,12.131,1.394,0.485,F,F,F,F,F,F,F,0.3,0.75,55.7,58.3,65.1,55.4,58.5,65.0,0.0
2025-01-22 23:47:26,10:02:30,CV,0.305,0.322,34.54,11.122,1.382,0.445,F,F,F,F,F,F,F,0.29,0.77,55.7,58.3,65.1,55.4,58.5,65.0,0.0
