mode,ox/red,error,control changes,counter inc.,Ns,time/s,control/V,Voltage(V),Current(A),<I>/mA,dQ/mA.h,I Range,Pwe/W,Rwe/Ohm,Power density(W/cm2)
3,0,0,0,0,0,360665.435611881,0.0,0.88997251,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360666.435611136,0.0,0.94660103,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360667.435610391,0.0,0.95733923,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360668.435609646,0.0,0.96369064,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360669.435608901,0.0,0.96765786,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360670.435608156,0.0,0.97093844,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360671.435607411,0.0,0.97372317,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360672.435606666,0.0,0.97568774,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360673.435605921,0.0,0.97757596,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360674.435605176,0.0,0.97931165,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360675.435604431,0.0,0.98070395,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360676.435603686,0.0,0.98192465,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360677.435602941,0.0,0.98295462,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360678.435602195,0.0,0.98388922,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360679.43560145,0.0,0.98490012,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360680.435600705,0.0,0.98585373,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360681.43559996,0.0,0.98684555,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360682.435599215,0.0,0.98751312,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360683.43559847,0.0,0.98823792,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360684.435597725,0.0,0.98896271,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360685.43559698,0.0,0.98945862,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360686.435596235,0.0,0.99010712,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360687.43559549,0.0,0.99073648,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360688.435594745,0.0,0.99138498,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360689.435594,0.0,0.99169016,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360690.435593255,0.0,0.99230051,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360691.43559251,0.0,0.99287271,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360692.435591765,0.0,0.99327326,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360693.43559102,0.0,0.99380732,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,0,0,0,360694.435590275,0.0,0.99420786,0.0,0.0,-0.000348036187065972,14,0.0,0.0,0.0
3,0,0,1,0,0,360695.435389532,0.99453253,0.99502802,0.0,0.0,0.0,26,0.0,0.0,0.0
2,0,0,1,0,1,360695.437189532,0.99471307,0.99510431,0.027204069243537,-27.204069243537,-1.36020338800218e-05,26,-0.027070887,36.579247,0.001082835462151284
2,0,0,1,0,1,360695.439189532,0.99461305,0.99510431,0.0376927368164062,-37.6927368164062,-3.45424411031935e-05,26,-0.037508205,26.400427,0.00150032819446806
2,0,0,1,0,1,360695.441189531,0.99451298,0.99476099,0.041153145980835,-41.153145980835,-5.74052991337246e-05,26,-0.040937543,24.172174,0.001637501769500398
2,0,0,1,0,1,360695.443189532,0.9944129,0.99485636,0.0441555629730224,-44.1555629730224,-8.19361657566494e-05,26,-0.043928444,22.530714,0.001757137706123674
2,0,0,1,0,1,360695.445189533,0.99431288,0.99470377,0.0482775207519531,-48.2775207519531,-0.000108757009771135,26,-0.048021831,20.60387,0.001920873275928839
2,0,0,1,0,1,360695.44718953,0.99421281,0.99455118,0.0491426239013671,-49.1426239013671,-0.000136058465798695,26,-0.048874855,20.238056,0.001954994183576034
2,0,0,1,0,1,360695.449189527,0.99411279,0.99453211,0.053366360092163,-53.366360092163,-0.000165706442356109,26,-0.053074557,18.635937,0.002122982348219146
2,0,0,1,0,1,360695.451189523,0.99401271,0.9943223,0.0532136932373047,-53.2136932373047,-0.000195269604418012,26,-0.052911561,18.685459,0.00211646247404845
2,0,0,1,0,1,360695.45318952,0.99391264,0.99418879,0.0533154727935791,-53.3154727935791,-0.000224889309830135,26,-0.053005647,18.647284,0.002120225815397053
2,0,0,1,0,1,360695.455189516,0.99381262,0.99436045,0.0532136936187746,-53.2136936187746,-0.000254452472103966,26,-0.052913591,18.686176,0.002116543693317073
2,0,0,1,0,1,360695.457189513,0.99371254,0.99407434,0.0567758846282961,-56.7758846282961,-0.000285994628111521,26,-0.056439452,17.508743,0.002257578001591584
