Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),
2025-01-25 12:10,10:00:31,CV,0.9,0.963,0,0,0,0,F,F,F,F,F,F,F,00.29,00.78,55.4,58.3,64.9,55.4,58.4,65.1,0
2025-01-25 12:10,10:00:32,CV,0.895,0.963,0,0,0,0,F,F,F,F,F,F,F,00.28,00.78,55.4,58.3,64.9,55.4,58.4,65.1,0
2025-01-25 12:10,10:00:33,CV,0.89,0.525,31.78,16.684,1.271,0.667,F,F,F,F,F,F,F,00.29,00.76,55.4,58.3,65,55.4,58.4,65.1,0
2025-01-25 12:10,10:00:34,CV,0.885,0.917,0,0,0,0,F,F,F,F,F,F,F,00.30,00.79,55.4,58.3,65,55.4,58.4,65,0
2025-01-25 12:10,10:00:35,CV,0.88,0.94,0,0,0,0,F,F,F,F,F,F,F,00.31,00.80,55.3,58.3,65,55.4,58.4,65,0
2025-01-25 12:10,10:00:36,CV,0.875,0.941,0.285,0.268,0.011,0.011,F,F,F,F,F,F,F,00.30,00.75,55.3,58.3,65,55.4,58.4,65,0
2025-01-25 12:10,10:00:37,CV,0.87,0.931,0,0,0,0,F,F,F,F,F,F,F,00.29,00.74,55.3,58.3,65,55.4,58.4,65,0
2025-01-25 12:10,10:00:38,CV,0.865,0.921,0,0,0,0,F,F,F,F,F,F,F,00.31,00.77,55.3,58.3,65.1,55.4,58.4,65,0
2025-01-25 12:10,10:00:39,CV,0.86,0.926,0,0,0,0,F,F,F,F,F,F,F,00.29,00.74,55.3,58.3,65.1,55.4,58.5,65,0
2025-01-25 12:10,10:00:40,CV,0.855,0.868,0.526,0.457,0.021,0.018,F,F,F,F,F,F,F,00.30,00.78,55.3,58.3,65.1,55.4,58.5,65,0
2025-01-25 12:10,10:00:41,CV,0.85,0.917,0,0,0,0,F,F,F,F,F,F,F,00.30,00.77,55.3,58.3,65.1,55.4,58.5,65,0
2025-01-25 12:10,10:00:42,CV,0.845,0.864,0.529,0.457,0.021,0.018,F,F,F,F,F,F,F,00.30,00.76,55.3,58.3,65.1,55.4,58.5,65,0
2025-01-25 12:10,10:00:43,CV,0.84,0.905,0.987,0.893,0.039,0.036,F,F,F,F,F,F,F,00.30,00.77,55.4,58.3,65.1,55.4,58.5,65,0
2025-01-25 12:10,10:00:44,CV,0.835,0.85,0,0,0,0,F,F,F,F,F,F,F,00.29,00.79,55.4,58.3,65,55.4,58.5,65,0
