Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),
2025-01-23 19:54,10:00:31,CV,0.9,0.965,0,0,0,0,F,F,F,F,F,F,F,00.29,00.78,55.4,58.4,65,55.3,58.4,65,
2025-01-23 19:54,10:00:32,CV,0.895,0.964,0,0,0,0,F,F,F,F,F,F,F,00.29,00.73,55.4,58.4,65,55.3,58.4,65.1,
2025-01-23 19:54,10:00:33,CV,0.89,0.918,0,0,0,0,F,F,F,F,F,F,F,00.30,00.77,55.4,58.4,65,55.3,58.4,65.1,
2025-01-23 19:54,10:00:34,CV,0.885,0.934,0,0,0,0,F,F,F,F,F,F,F,00.30,00.76,55.4,58.4,65,55.3,58.4,65.1,
2025-01-23 19:54,10:00:35,CV,0.88,0.883,0.391,0.345,0.016,0.014,F,F,F,F,F,F,F,00.29,00.76,55.4,58.4,65,55.3,58.5,65.1,0
2025-01-23 19:54,10:00:36,CV,0.875,0.885,0.316,0.28,0.013,0.011,F,F,F,F,F,F,F,00.30,00.78,55.4,58.3,65,55.3,58.5,65.1,0
2025-01-23 19:54,10:00:37,CV,0.87,0.933,0,0,0,0,F,F,F,F,F,F,F,00.28,00.77,55.4,58.3,65,55.3,58.5,65.1,0
2025-01-23 19:54,10:00:38,CV,0.865,0.875,0.405,0.354,0.016,0.014,F,F,F,F,F,F,F,00.30,00.79,55.4,58.3,65,55.3,58.6,65.1,0
2025-01-23 19:54,10:00:39,CV,0.86,0.93,0,0,0,0,F,F,F,F,F,F,F,00.29,00.78,55.4,58.3,65,55.3,58.6,65.1,0
2025-01-23 19:54,10:00:40,CV,0.855,0.862,0.585,0.504,0.023,0.02,F,F,F,F,F,F,F,00.29,00.76,55.4,58.3,65,55.3,58.7,65.1,0
2025-01-23 19:54,10:00:41,CV,0.85,0.926,0,0,0,0,F,F,F,F,F,F,F,00.29,00.76,55.4,58.3,65,55.3,58.7,65,0
2025-01-23 19:54,10:00:42,CV,0.845,0.855,0.704,0.602,0.028,0.024,F,F,F,F,F,F,F,00.30,00.76,55.4,58.3,65,55.3,58.7,65,0
2025-01-23 19:54,10:00:43,CV,0.84,0.916,0,0,0,0,F,F,F,F,F,F,F,00.30,00.78,55.4,58.3,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:44,CV,0.835,0.845,0.934,0.789,0.037,0.032,F,F,F,F,F,F,F,00.30,00.78,55.4,58.3,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:45,CV,0.83,0.847,0.98,0.83,0.039,0.033,F,F,F,F,F,F,F,00.29,00.76,55.4,58.3,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:46,CV,0.825,0.836,1.192,0.997,0.048,0.04,F,F,F,F,F,F,F,00.29,00.77,55.4,58.3,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:47,CV,0.82,0.832,1.313,1.092,0.053,0.044,F,F,F,F,F,F,F,00.30,00.79,55.4,58.2,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:48,CV,0.815,0.826,1.558,1.287,0.062,0.051,F,F,F,F,F,F,F,00.31,00.80,55.4,58.2,65,55.2,58.8,65,0
2025-01-23 19:54,10:00:49,CV,0.81,0.833,1.293,1.077,0.052,0.043,F,F,F,F,F,F,F,00.30,00.77,55.4,58.2,65,55.2,58.9,65,0
2025-01-23 19:54,10:00:50,CV,0.805,0.83,1.389,1.153,0.056,0.046,F,F,F,F,F,F,F,00.30,00.79,55.4,58.2,65,55.2,58.9,65,0
2025-01-23 19:54,10:00:51,CV,0.8,0.811,2.292,1.859,0.092,0.074,F,F,F,F,F,F,F,00.29,00.80,55.4,58.2,65,55.3,58.9,65,0
2025-01-23 19:54,10:00:52,CV,0.795,0.818,1.29,1.055,0.052,0.042,F,F,F,F,F,F,F,00.30,00.75,55.4,58.2,65,55.3,58.9,65,0
2025-01-23 19:54,10:00:53,CV,0.79,0.802,2.025,1.624,0.081,0.065,F,F,F,F,F,F,F,00.29,00.79,55.4,58.2,65,55.3,58.9,65,0
2025-01-23 19:54,10:00:54,CV,0.785,0.817,3.228,2.637,0.129,0.105,F,F,F,F,F,F,F,00.30,00.77,55.4,58.2,65,55.3,58.9,65,0
