Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-01-29 14:38:26,10:01:04,CV,0.735,0.759,5.623,4.268,0.225,0.171,F,F,F,F,F,F,F,0.3,0.78,55.4,58.3,65.0,55.4,58.1,64.9
2025-01-29 14:38:27,10:01:05,CV,0.73,0.767,7.28,5.584,0.291,0.223,F,F,F,F,F,F,F,0.3,0.78,55.4,58.3,65.0,55.3,58.1,64.9
2025-01-29 14:38:28,10:01:06,CV,0.725,0.74,6.535,4.836,0.261,0.193,F,F,F,F,F,F,F,0.31,0.74,55.4,58.3,65.0,55.3,58.1,64.9
2025-01-29 14:38:29,10:01:07,CV,0.72,0.759,8.312,6.309,0.332,0.252,F,F,F,F,F,F,F,0.3,0.73,55.4,58.3,65.0,55.3,58.1,64.9
2025-01-29 14:38:30,10:01:08,CV,0.715,0.74,7.558,5.593,0.302,0.224,F,F,F,F,F,F,F,0.29,0.75,55.4,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:31,10:01:09,CV,0.71,0.751,6.677,5.014,0.267,0.201,F,F,F,F,F,F,F,0.3,0.77,55.4,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:32,10:01:10,CV,0.705,0.73,8.572,6.258,0.343,0.25,F,F,F,F,F,F,F,0.3,0.76,55.4,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:33,10:01:11,CV,0.7,0.741,7.662,5.678,0.306,0.227,F,F,F,F,F,F,F,0.3,0.78,55.4,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:34,10:01:12,CV,0.695,0.739,8.067,5.962,0.323,0.238,F,F,F,F,F,F,F,0.3,0.78,55.5,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:35,10:01:13,CV,0.69,0.73,11.7,8.541,0.468,0.342,F,F,F,F,F,F,F,0.3,0.78,55.5,58.3,65.0,55.3,58.2,64.9
2025-01-29 14:38:36,10:01:14,CV,0.685,0.711,10.75,7.643,0.43,0.306,F,F,F,F,F,F,F,0.3,0.73,55.5,58.3,65.0,55.3,58.3,65.0
2025-01-29 14:38:37,10:01:15,CV,0.68,0.723,9.699,7.012,0.388,0.28,F,F,F,F,F,F,F,0.28,0.76,55.4,58.4,65.0,55.3,58.3,65.0
2025-01-29 14:38:38,10:01:16,CV,0.675,0.721,10.16,7.325,0.406,0.293,F,F,F,F,F,F,F,0.3,0.8,55.4,58.4,65.0,55.3,58.3,65.0
2025-01-29 14:38:39,10:01:17,CV,0.67,0.694,12.55,8.71,0.502,0.348,F,F,F,F,F,F,F,0.29,0.79,55.4,58.4,65.0,55.3,58.3,65.0
2025-01-29 14:38:40,10:01:18,CV,0.665,0.68,13.0,8.84,0.52,0.354,F,F,F,F,F,F,F,0.3,0.77,55.4,58.4,65.0,55.3,58.3,65.0
2025-01-29 14:38:41,10:01:19,CV,0.66,0.705,15.2,10.716,0.608,0.429,F,F,F,F,F,F,F,0.31,0.82,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:42,10:01:20,CV,0.655,0.67,6.031,4.041,0.241,0.162,F,F,F,F,F,F,F,0.3,0.8,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:43,10:01:21,CV,0.65,0.691,12.88,8.9,0.515,0.356,F,F,F,F,F,F,F,0.29,0.78,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:44,10:01:22,CV,0.645,0.655,16.73,10.958,0.669,0.438,F,F,F,F,F,F,F,0.3,0.77,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:45,10:01:23,CV,0.64,0.715,11.43,8.172,0.457,0.327,F,F,F,F,F,F,F,0.29,0.77,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:46,10:01:24,CV,0.635,0.65,17.33,11.264,0.693,0.451,F,F,F,F,F,F,F,0.29,0.78,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:47,10:01:25,CV,0.63,0.676,15.2,10.275,0.608,0.411,F,F,F,F,F,F,F,0.3,0.76,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:48,10:01:26,CV,0.625,0.701,13.16,9.225,0.526,0.369,F,F,F,F,F,F,F,0.3,0.76,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:49,10:01:27,CV,0.62,0.701,18.28,12.814,0.731,0.513,F,F,F,F,F,F,F,0.3,0.79,55.4,58.4,65.0,55.3,58.4,65.0
2025-01-29 14:38:50,10:01:28,CV,0.615,0.663,16.82,11.152,0.673,0.446,F,F,F,F,F,F,F,0.29,0.78,55.4,58.4,65.0,55.3,58.5,65.0
2025-01-29 14:38:51,10:01:29,CV,0.61,0.635,19.15,12.16,0.766,0.486,F,F,F,F,F,F,F,0.3,0.77,55.4,58.4,65.0,55.3,58.5,65.0
2025-01-29 14:38:52,10:01:30,CV,0.605,0.62,20.5,12.71,0.82,0.508,F,F,F,F,F,F,F,0.3,0.77,55.4,58.4,65.0,55.4,58.5,65.0
2025-01-29 14:38:53,10:01:31,CV,0.6,0.625,20.19,12.619,0.808,0.505,F,F,F,F,F,F,F,0.29,0.75,55.4,58.4,65.0,55.4,58.5,65.0
2025-01-29 14:38:54,10:01:32,CV,0.595,0.611,20.66,12.623,0.826,0.505,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,65.0,55.4,58.5,65.0
2025-01-29 14:38:55,10:01:33,CV,0.59,0.621,21.1,13.103,0.844,0.524,F,F,F,F,F,F,F,0.3,0.75,55.4,58.3,65.0,55.4,58.5,65.0
2025-01-29 14:38:56,10:01:34,CV,0.585,0.6,21.67,13.002,0.867,0.52,F,F,F,F,F,F,F,0.3,0.77,55.4,58.3,65.0,55.4,58.5,65.0
2025-01-29 14:38:57,10:01:35,CV,0.58,0.626,20.69,12.952,0.828,0.518,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,64.9,55.4,58.5,65.0
2025-01-29 14:38:58,10:01:36,CV,0.575,0.619,21.18,13.11,0.847,0.524,F,F,F,F,F,F,F,0.3,0.81,55.4,58.3,64.9,55.4,58.6,65.0
2025-01-29 14:38:59,10:01:37,CV,0.57,0.617,21.63,13.346,0.865,0.534,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,64.9,55.4,58.6,65.0
2025-01-29 14:39:00,10:01:38,CV,0.565,0.608,24.36,14.811,0.974,0.592,F,F,F,F,F,F,F,0.31,0.76,55.3,58.4,65.0,55.3,58.6,65.0
2025-01-29 14:39:01,10:01:39,CV,0.56,0.576,24.36,14.031,0.974,0.561,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,65.0,55.3,58.6,65.0
2025-01-29 14:39:02,10:01:40,CV,0.555,0.57,23.1,13.167,0.924,0.527,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.3,58.6,65.0
2025-01-29 14:39:03,10:01:41,CV,0.55,0.592,23.7,14.03,0.948,0.561,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.3,58.6,65.0
2025-01-29 14:39:04,10:01:42,CV,0.545,0.588,24.0,14.112,0.96,0.564,F,F,F,F,F,F,F,0.29,0.74,55.3,58.4,65.0,55.3,58.7,65.0
2025-01-29 14:39:05,10:01:43,CV,0.54,0.585,24.42,14.286,0.977,0.571,F,F,F,F,F,F,F,0.3,0.75,55.3,58.3,65.0,55.3,58.7,65.0
2025-01-29 14:39:06,10:01:44,CV,0.535,0.55,24.91,13.701,0.996,0.548,F,F,F,F,F,F,F,0.3,0.78,55.3,58.3,65.0,55.3,58.7,65.0
2025-01-29 14:39:07,10:01:45,CV,0.53,0.58,24.91,14.448,0.996,0.578,F,F,F,F,F,F,F,0.3,0.75,55.3,58.3,65.0,55.3,58.7,65.0
2025-01-29 14:39:08,10:01:46,CV,0.525,0.54,26.7,14.418,1.068,0.577,F,F,F,F,F,F,F,0.3,0.8,55.3,58.3,64.9,55.3,58.7,65.0
2025-01-29 14:39:09,10:01:47,CV,0.52,0.562,26.08,14.657,1.043,0.586,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,64.9,55.3,58.7,65.0
2025-01-29 14:39:10,10:01:48,CV,0.515,0.556,26.47,14.717,1.059,0.589,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,64.9,55.3,58.7,65.0
2025-01-29 14:39:11,10:01:49,CV,0.51,0.534,27.67,14.776,1.107,0.591,F,F,F,F,F,F,F,0.31,0.78,55.3,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:12,10:01:50,CV,0.505,0.583,25.2,14.692,1.008,0.588,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:13,10:01:51,CV,0.5,0.516,28.5,14.706,1.14,0.588,F,F,F,F,F,F,F,0.29,0.74,55.3,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:14,10:01:52,CV,0.495,0.536,27.87,14.938,1.115,0.598,F,F,F,F,F,F,F,0.29,0.77,55.3,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:15,10:01:53,CV,0.49,0.531,28.19,14.969,1.128,0.599,F,F,F,F,F,F,F,0.3,0.74,55.3,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:16,10:01:54,CV,0.485,0.531,28.54,15.155,1.142,0.606,F,F,F,F,F,F,F,0.3,0.76,55.4,58.2,65.0,55.3,58.7,65.0
2025-01-29 14:39:17,10:01:55,CV,0.48,0.52,28.74,14.945,1.15,0.598,F,F,F,F,F,F,F,0.3,0.77,55.4,58.2,65.0,55.4,58.7,65.0
2025-01-29 14:39:18,10:01:56,CV,0.475,0.497,29.62,14.721,1.185,0.589,F,F,F,F,F,F,F,0.29,0.8,55.4,58.2,65.0,55.4,58.7,65.0
2025-01-29 14:39:19,10:01:57,CV,0.47,0.485,29.92,14.511,1.197,0.58,F,F,F,F,F,F,F,0.29,0.78,55.4,58.2,65.0,55.4,58.7,65.0
2025-01-29 14:39:20,10:01:58,CV,0.465,0.503,30.48,15.331,1.219,0.613,F,F,F,F,F,F,F,0.3,0.76,55.4,58.2,65.0,55.4,58.8,65.0
2025-01-29 14:39:21,10:01:59,CV,0.46,0.476,30.33,14.437,1.213,0.577,F,F,F,F,F,F,F,0.29,0.78,55.4,58.2,65.0,55.4,58.8,65.0
2025-01-29 14:39:22,10:02:00,CV,0.455,0.483,30.11,14.543,1.204,0.582,F,F,F,F,F,F,F,0.29,0.79,55.4,58.2,65.0,55.4,58.8,65.0
2025-01-29 14:39:23,10:02:01,CV,0.45,0.466,30.73,14.32,1.229,0.573,F,F,F,F,F,F,F,0.3,0.74,55.4,58.2,65.0,55.4,58.8,65.0
2025-01-29 14:39:24,10:02:02,CV,0.445,0.468,30.86,14.442,1.234,0.578,F,F,F,F,F,F,F,0.3,0.78,55.4,58.1,65.0,55.4,58.8,65.0
2025-01-29 14:39:25,10:02:03,CV,0.44,0.514,29.59,15.209,1.184,0.608,F,F,F,F,F,F,F,0.3,0.8,55.4,58.1,65.0,55.4,58.8,65.0
2025-01-29 14:39:26,10:02:04,CV,0.435,0.472,30.97,14.618,1.239,0.585,F,F,F,F,F,F,F,0.29,0.79,55.4,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:27,10:02:05,CV,0.43,0.447,31.18,13.937,1.247,0.557,F,F,F,F,F,F,F,0.29,0.79,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:28,10:02:06,CV,0.425,0.467,31.39,14.659,1.256,0.586,F,F,F,F,F,F,F,0.29,0.76,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:29,10:02:07,CV,0.42,0.457,31.82,14.542,1.273,0.582,F,F,F,F,F,F,F,0.3,0.77,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:30,10:02:08,CV,0.415,0.45,32.11,14.45,1.284,0.578,F,F,F,F,F,F,F,0.29,0.76,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:31,10:02:09,CV,0.41,0.441,31.98,14.103,1.279,0.564,F,F,F,F,F,F,F,0.3,0.79,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:32,10:02:10,CV,0.405,0.427,32.75,13.984,1.31,0.559,F,F,F,F,F,F,F,0.29,0.8,55.3,58.1,65.0,55.4,58.9,65.0
2025-01-29 14:39:33,10:02:11,CV,0.4,0.415,32.45,13.467,1.298,0.539,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:34,10:02:12,CV,0.395,0.436,32.71,14.262,1.308,0.57,F,F,F,F,F,F,F,0.29,0.8,55.3,58.2,65.0,55.4,59.0,65.0
2025-01-29 14:39:35,10:02:13,CV,0.39,0.412,32.66,13.456,1.306,0.538,F,F,F,F,F,F,F,0.29,0.79,55.3,58.2,65.0,55.4,59.0,65.0
2025-01-29 14:39:36,10:02:14,CV,0.385,0.408,32.84,13.399,1.314,0.536,F,F,F,F,F,F,F,0.3,0.8,55.3,58.2,65.0,55.4,59.0,65.0
2025-01-29 14:39:37,10:02:15,CV,0.38,0.445,32.48,14.454,1.299,0.578,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.4,59.0,64.9
2025-01-29 14:39:38,10:02:16,CV,0.375,0.409,32.87,13.444,1.315,0.538,F,F,F,F,F,F,F,0.29,0.76,55.4,58.2,65.0,55.4,59.0,64.9
2025-01-29 14:39:39,10:02:17,CV,0.37,0.406,32.96,13.382,1.318,0.535,F,F,F,F,F,F,F,0.28,0.76,55.4,58.2,65.0,55.4,59.0,64.9
2025-01-29 14:39:40,10:02:18,CV,0.365,0.381,33.43,12.737,1.337,0.509,F,F,F,F,F,F,F,0.29,0.77,55.4,58.2,65.0,55.4,59.0,64.9
2025-01-29 14:39:41,10:02:19,CV,0.36,0.394,33.5,13.199,1.34,0.528,F,F,F,F,F,F,F,0.29,0.77,55.4,58.2,65.0,55.4,59.0,64.9
2025-01-29 14:39:42,10:02:20,CV,0.355,0.371,33.64,12.48,1.346,0.499,F,F,F,F,F,F,F,0.29,0.76,55.4,58.2,65.0,55.4,58.9,64.9
2025-01-29 14:39:43,10:02:21,CV,0.35,0.368,33.69,12.398,1.348,0.496,F,F,F,F,F,F,F,0.3,0.76,55.4,58.2,65.0,55.4,58.9,64.9
2025-01-29 14:39:44,10:02:22,CV,0.345,0.374,33.54,12.544,1.342,0.502,F,F,F,F,F,F,F,0.3,0.75,55.4,58.2,65.0,55.4,58.9,64.9
2025-01-29 14:39:45,10:02:23,CV,0.34,0.352,33.54,11.806,1.342,0.472,F,F,F,F,F,F,F,0.29,0.79,55.4,58.2,65.0,55.4,58.9,64.9
2025-01-29 14:39:46,10:02:24,CV,0.335,0.347,33.57,11.649,1.343,0.466,F,F,F,F,F,F,F,0.29,0.76,55.4,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:47,10:02:25,CV,0.33,0.36,33.95,12.222,1.358,0.489,F,F,F,F,F,F,F,0.29,0.8,55.4,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:48,10:02:26,CV,0.325,0.352,33.98,11.961,1.359,0.478,F,F,F,F,F,F,F,0.29,0.76,55.4,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:49,10:02:27,CV,0.32,0.339,34.21,11.597,1.368,0.464,F,F,F,F,F,F,F,0.29,0.76,55.4,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:50,10:02:28,CV,0.315,0.363,34.29,12.447,1.372,0.498,F,F,F,F,F,F,F,0.29,0.8,55.4,58.2,65.0,55.4,58.9,65.0
2025-01-29 14:39:51,10:02:29,CV,0.31,0.325,34.42,11.187,1.377,0.447,F,F,F,F,F,F,F,0.31,0.76,55.4,58.2,65.0,55.4,59.0,65.0
2025-01-29 14:39:52,10:02:30,CV,0.305,0.351,34.31,12.043,1.372,0.482,F,F,F,F,F,F,F,0.29,0.77,55.4,58.3,65.0,55.4,59.0,65.0
