Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-02-02 4:54,10:00:31,CV,0.9,0.95,0,0,0,0,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:32,CV,0.895,0.95,0,0,0,0,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:33,CV,0.89,0.949,0,0,0,0,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:34,CV,0.885,0.923,0,0,0,0,F,F,F,F,F,F,F,0.28,0.76,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:35,CV,0.88,0.93,0,0,0,0,F,F,F,F,F,F,F,0.29,0.74,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:36,CV,0.875,0.878,0.219,0.192,0.009,0.008,F,F,F,F,F,F,F,0.29,0.8,55.3,58.2,64.9,55.2,58.7,64.9
2025-02-02 4:54,10:00:37,CV,0.87,0.921,0,0,0,0,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65,55.2,58.7,64.9
2025-02-02 4:54,10:00:38,CV,0.865,0.908,0,0,0,0,F,F,F,F,F,F,F,0.3,0.81,55.3,58.2,65,55.2,58.7,64.9
2025-02-02 4:54,10:00:39,CV,0.86,0.863,0.322,0.278,0.013,0.011,F,F,F,F,F,F,F,0.3,0.75,55.2,58.2,65,55.2,58.7,64.9
2025-02-02 4:54,10:00:40,CV,0.855,0.914,0.337,0.308,0.013,0.012,F,F,F,F,F,F,F,0.3,0.77,55.2,58.2,65,55.2,58.7,64.9
2025-02-02 4:54,10:00:41,CV,0.85,0.919,0,0,0,0,F,F,F,F,F,F,F,0.3,0.76,55.2,58.2,65,55.2,58.7,65
2025-02-02 4:54,10:00:42,CV,0.845,0.913,0.397,0.362,0.016,0.014,F,F,F,F,F,F,F,0.29,0.75,55.2,58.2,65,55.2,58.7,65
2025-02-02 4:54,10:00:43,CV,0.84,0.912,0,0,0,0,F,F,F,F,F,F,F,0.3,0.78,55.2,58.2,65,55.2,58.7,65
2025-02-02 4:54,10:00:44,CV,0.835,0.914,0.636,0.581,0.025,0.023,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,65,55.2,58.7,65
2025-02-02 4:54,10:00:45,CV,0.83,0.84,0.607,0.51,0.024,0.02,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65,55.2,58.7,65
2025-02-02 4:54,10:00:46,CV,0.825,0.884,1.098,0.971,0.044,0.039,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,65,55.2,58.7,65
2025-02-02 4:54,10:00:47,CV,0.82,0.831,0.774,0.643,0.031,0.026,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65,55.2,58.7,65.1
2025-02-02 4:54,10:00:48,CV,0.815,0.832,0.84,0.699,0.034,0.028,F,F,F,F,F,F,F,0.29,0.8,55.3,58.3,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:49,CV,0.81,0.82,1.04,0.853,0.042,0.034,F,F,F,F,F,F,F,0.3,0.76,55.3,58.3,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:50,CV,0.805,0.82,0.834,0.684,0.033,0.027,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:51,CV,0.8,0.811,1.303,1.057,0.052,0.042,F,F,F,F,F,F,F,0.31,0.79,55.3,58.4,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:52,CV,0.795,0.818,1.11,0.908,0.044,0.036,F,F,F,F,F,F,F,0.3,0.78,55.3,58.4,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:53,CV,0.79,0.803,1.577,1.266,0.063,0.051,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,64.9,55.2,58.7,65.1
2025-02-02 4:54,10:00:54,CV,0.785,0.808,1.36,1.099,0.054,0.044,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65,55.2,58.7,65.1
2025-02-02 4:54,10:00:55,CV,0.78,0.791,2.106,1.666,0.084,0.067,F,F,F,F,F,F,F,0.29,0.73,55.3,58.4,65,55.2,58.7,65
2025-02-02 4:54,10:00:56,CV,0.775,0.789,2.165,1.708,0.087,0.068,F,F,F,F,F,F,F,0.3,0.78,55.3,58.4,65,55.2,58.7,65
2025-02-02 4:54,10:00:57,CV,0.77,0.781,2.656,2.074,0.106,0.083,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,65,55.2,58.7,65
2025-02-02 4:54,10:00:58,CV,0.765,0.796,2.676,2.13,0.107,0.085,F,F,F,F,F,F,F,0.3,0.79,55.3,58.4,65,55.2,58.7,65
2025-02-02 4:54,10:00:59,CV,0.76,0.77,3.267,2.516,0.131,0.101,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.1,55.2,58.7,65
2025-02-02 4:54,10:01:00,CV,0.755,0.787,3.615,2.845,0.145,0.114,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.1,55.2,58.7,65
2025-02-02 4:54,10:01:01,CV,0.75,0.802,1.958,1.57,0.078,0.063,F,F,F,F,F,F,F,0.29,0.75,55.3,58.4,65.1,55.2,58.7,65
2025-02-02 4:54,10:01:02,CV,0.745,0.764,3.858,2.948,0.154,0.118,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65,55.2,58.7,65
2025-02-02 4:54,10:01:03,CV,0.74,0.751,4.565,3.428,0.183,0.137,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65,55.2,58.7,64.9
2025-02-02 4:54,10:01:04,CV,0.735,0.75,4.638,3.478,0.186,0.139,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65,55.2,58.7,64.9
2025-02-02 4:54,10:01:05,CV,0.73,0.741,5.356,3.969,0.214,0.159,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65,55.2,58.7,64.9
2025-02-02 4:54,10:01:06,CV,0.725,0.747,4.962,3.707,0.198,0.148,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65,55.2,58.7,64.9
2025-02-02 4:54,10:01:07,CV,0.72,0.755,6.144,4.639,0.246,0.186,F,F,F,F,F,F,F,0.3,0.79,55.2,58.4,65,55.2,58.7,64.9
2025-02-02 4:54,10:01:08,CV,0.715,0.737,3.931,2.897,0.157,0.116,F,F,F,F,F,F,F,0.3,0.76,55.2,58.4,65.1,55.2,58.7,64.9
2025-02-02 4:55,10:01:09,CV,0.71,0.721,6.981,5.033,0.279,0.201,F,F,F,F,F,F,F,0.3,0.78,55.2,58.4,65.1,55.2,58.7,64.9
2025-02-02 4:55,10:01:10,CV,0.705,0.742,5.65,4.192,0.226,0.168,F,F,F,F,F,F,F,0.3,0.81,55.2,58.4,64.9,55.2,58.7,64.9
2025-02-02 4:55,10:01:11,CV,0.7,0.717,7.324,5.251,0.293,0.21,F,F,F,F,F,F,F,0.3,0.76,55.2,58.4,64.9,55.2,58.6,64.9
2025-02-02 4:55,10:01:12,CV,0.695,0.706,8.241,5.818,0.33,0.233,F,F,F,F,F,F,F,0.29,0.77,55.2,58.4,64.9,55.2,58.6,65
2025-02-02 4:55,10:01:13,CV,0.69,0.713,8.821,6.289,0.353,0.252,F,F,F,F,F,F,F,0.3,0.77,55.2,58.3,64.9,55.2,58.6,65
2025-02-02 4:55,10:01:14,CV,0.685,0.724,7.262,5.258,0.29,0.21,F,F,F,F,F,F,F,0.29,0.76,55.2,58.3,64.9,55.2,58.6,65.1
2025-02-02 4:55,10:01:15,CV,0.68,0.69,9.678,6.678,0.387,0.267,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,64.9,55.2,58.6,65.1
2025-02-02 4:55,10:01:16,CV,0.675,0.698,9.161,6.394,0.366,0.256,F,F,F,F,F,F,F,0.29,0.73,55.3,58.3,65.1,55.2,58.6,65.1
2025-02-02 4:55,10:01:17,CV,0.67,0.693,8.865,6.143,0.355,0.246,F,F,F,F,F,F,F,0.29,0.74,55.3,58.3,65.1,55.2,58.6,65.1
2025-02-02 4:55,10:01:18,CV,0.665,0.676,10.87,7.348,0.435,0.294,F,F,F,F,F,F,F,0.31,0.81,55.3,58.3,65.1,55.2,58.6,65.1
