mode,ox/red,error,control changes,counter inc.,Ns,time/s,control/V,Voltage(V),<I>/mA,Current(A),dQ/mA.h,I Range,Pwe/W,Rwe/Ohm,Power density(W/cm2)
3,0,0,0,0,0,0.0,0.0,1.0115454,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,0.999999974737875,0.0,1.0116408,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,1.99999994947575,0.0,1.0117171,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,2.99999992421362,0.0,1.0116599,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,3.9999998989515,0.0,1.0115263,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,4.99999987368937,0.0,1.0118124,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,5.99999984842725,0.0,1.0118506,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,6.99999982316512,0.0,1.0118887,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,7.999999797903,0.0,1.0120795,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,8.99999977264087,0.0,1.011965,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,9.99999974737875,0.0,1.0119269,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,10.9999997221166,0.0,1.0120413,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,11.9999996968545,0.0,1.0120032,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,12.9999996715923,0.0,1.0120986,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,13.9999996463302,0.0,1.0121558,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,14.9999996210681,0.0,1.0123847,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,15.999999595806,0.0,1.0124037,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,16.9999995705438,0.0,1.0122321,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,17.9999995452817,0.0,1.0123656,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,18.9999995200196,0.0,1.0124228,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,19.9999994947575,0.0,1.0123084,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,20.9999994694953,0.0,1.0123084,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,21.9999994442332,0.0,1.0125182,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,22.9999994189711,0.0,1.0124609,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,23.999999393709,0.0,1.01248,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,24.9999993684468,0.0,1.0125754,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,25.9999993431847,0.0,1.0125563,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,26.9999993179226,0.0,1.0127661,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,27.9999992926605,0.0,1.0127852,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,0,0,0,28.9999992673983,0.0,1.0128233,0.0,0.0,0.0,14,0.0,0.0,0.0
3,0,0,1,0,0,29.9997992421413,1.0129427,1.0134337,0.0,0.0,0.0,26,0.0,0.0,0.0
2,0,0,1,0,1,30.0015992420958,1.0131232,1.0135291,-13.7469189696842,0.013746918969684201,-6.87345943186018e-06,26,-0.013932901,73.727722,0.0005573160964446782
2,0,0,1,0,1,30.0035992420453,1.0130231,1.0135672,-38.7105028152465,0.0387105028152465,-2.83792934815088e-05,26,-0.039235696,26.183262,0.0015694278379616605
2,0,0,1,0,1,30.0055992419947,1.0129231,1.0133383,-45.4786571502685,0.045478657150268505,-5.36452136966917e-05,26,-0.046085265,22.281624,0.0018434106049174373
2,0,0,1,0,1,30.0075992419442,1.012823,1.013243,-52.3994815826417,0.0523994815826417,-8.2756034678883e-05,26,-0.053093407,19.336889,0.0021237363166896244
2,0,0,1,0,1,30.0095992418937,1.012723,1.0131857,-57.1321029663085,0.0571321029663085,-0.000114496089339256,26,-0.057885431,17.734089,0.002315417189455654
2,0,0,1,0,1,30.0115992418432,1.012623,1.0128806,-55.6054481506348,0.0556054481506348,-0.000145388004130787,26,-0.056321677,18.215492,0.0022528671874433547
2,0,0,1,0,1,30.0135992417926,1.0125228,1.0129378,-54.7403480529785,0.0547403480529785,-0.000175799306061532,26,-0.055448566,18.50441,0.002217942709120733
2,0,0,1,0,1,30.0155992417421,1.0124228,1.0128806,-56.3178871154785,0.0563178871154785,-0.000207087019430266,26,-0.057043292,17.98506,0.002281731811690325
2,0,0,1,0,1,30.0175992416916,1.0123228,1.0126898,-56.7758850097657,0.0567758850097657,-0.000238629175649748,26,-0.057496361,17.836618,0.0022998543854145046
2,0,0,1,0,1,30.0195992416411,1.0122228,1.0126898,-57.2338775634765,0.0572338775634765,-0.000270425771752993,26,-0.057960168,17.693888,0.00231840656091926
2,0,0,1,0,1,30.0215992415905,1.0121226,1.0125945,-58.455198287964,0.05845519828796401,-0.000302900880641407,26,-0.059191409,17.322573,0.002367656491312071
2,0,0,1,0,1,30.02359924154,1.0120226,1.0123274,-56.6741069793701,0.0566741069793701,-0.00033438649351067,26,-0.057372753,17.862257,0.0022949100546299033
2,0,0,1,0,1,30.0255992414895,1.0119226,1.0123274,-55.9107799530029,0.0559107799530029,-0.000365448036233584,26,-0.056600016,18.106123,0.0022640005800718217
2,0,0,1,0,1,30.027599241439,1.0118225,1.0123084,-60.287183380127,0.060287183380127,-0.000398940914193789,26,-0.061029218,16.791435,0.002441168885921718
2,0,0,1,0,1,30.0295992413885,1.0117224,1.0120413,-56.9794364929199,0.0569794364929199,-0.000430596154570579,26,-0.057665545,17.761518,0.002306621719262484
2,0,0,1,0,1,30.0315992413379,1.0116224,1.0121176,-59.1676361083984,0.0591676361083984,-0.000463467061400413,26,-0.059884608,17.105932,0.002395384234228221
2,0,0,1,0,1,30.0335992412874,1.0115223,1.0118887,-59.8291877746582,0.059829187774658205,-0.000496705496509869,26,-0.060540482,16.912962,0.002421619161574192
2,0,0,1,0,1,30.0355992412369,1.0114223,1.0118506,-59.981848526001,0.059981848526001004,-0.000530028744843271,26,-0.060692668,16.86928,0.0024277067768057295
2,0,0,1,0,1,30.0375992411864,1.0113223,1.0118887,-58.0989776611328,0.058098977661132804,-0.000562305953807301,26,-0.0587897,17.416636,0.002351587959074109
2,0,0,1,0,1,30.0395992411358,1.0112221,1.0116217,-61.6102828979492,0.061610282897949196,-0.000596533886207474,26,-0.062326301,16.419689,0.002493051964908172
