Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),
2025-01-27 14:29,10:00:31,CV,0.9,0.96,0,0,0,0,F,F,F,F,F,F,F,00.30,00.78,55.3,58.4,65,55.4,58.8,65,0
2025-01-27 14:29,10:00:32,CV,0.895,0.523,30.93,16.176,1.237,0.647,F,F,F,F,F,F,F,00.30,00.76,55.3,58.4,65,55.4,58.8,65,0
2025-01-27 14:29,10:00:33,CV,0.89,0.904,0,0,0,0,F,F,F,F,F,F,F,00.29,00.76,55.3,58.4,65,55.4,58.8,65,0
2025-01-27 14:29,10:00:34,CV,0.885,0.938,0,0,0,0,F,F,F,F,F,F,F,00.30,00.76,55.3,58.4,65,55.4,58.8,65,0
2025-01-27 14:29,10:00:35,CV,0.88,0.925,0,0,0,0,F,F,F,F,F,F,F,00.30,00.75,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:36,CV,0.875,0.93,0,0,0,0,F,F,F,F,F,F,F,00.30,00.79,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:37,CV,0.87,0.892,0.251,0.224,0.01,0.009,F,F,F,F,F,F,F,00.30,00.75,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:38,CV,0.865,0.924,0,0,0,0,F,F,F,F,F,F,F,00.30,00.79,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:39,CV,0.86,0.877,0.334,0.293,0.013,0.012,F,F,F,F,F,F,F,00.30,00.78,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:40,CV,0.855,0.852,0.826,0.704,0.033,0.028,F,F,F,F,F,F,F,00.30,00.75,55.3,58.4,65,55.4,58.7,65,0
2025-01-27 14:29,10:00:41,CV,0.85,0.861,0,0,0,0,F,F,F,F,F,F,F,00.30,00.77,55.3,58.4,65,55.4,58.7,65.1,0
2025-01-27 14:29,10:00:42,CV,0.845,0.922,0,0,0,0,F,F,F,F,F,F,F,00.29,00.73,55.3,58.4,65,55.4,58.7,65.1,0
2025-01-27 14:29,10:00:43,CV,0.84,0.849,0.722,0.613,0.029,0.025,F,F,F,F,F,F,F,00.30,00.78,55.3,58.4,65,55.4,58.7,65.1,0
2025-01-27 14:29,10:00:44,CV,0.835,0.883,0.709,0.626,0.028,0.025,F,F,F,F,F,F,F,00.30,00.75,55.3,58.4,65,55.4,58.6,65.1,0
2025-01-27 14:29,10:00:45,CV,0.83,0.842,0.771,0.649,0.031,0.026,F,F,F,F,F,F,F,00.31,00.78,55.3,58.4,65,55.4,58.6,65.1,0
2025-01-27 14:30,10:00:46,CV,0.825,0.837,0.973,0.814,0.039,0.033,F,F,F,F,F,F,F,00.29,00.78,55.3,58.4,65,55.4,58.6,65.1,0
2025-01-27 14:30,10:00:47,CV,0.82,0.834,1.048,0.874,0.042,0.035,F,F,F,F,F,F,F,00.30,00.78,55.3,58.4,65,55.4,58.6,65,0
2025-01-27 14:30,10:00:48,CV,0.815,0.825,1.393,1.149,0.056,0.046,F,F,F,F,F,F,F,00.29,00.73,55.3,58.4,65,55.4,58.6,65,0
2025-01-27 14:30,10:00:49,CV,0.81,0.821,1.545,1.268,0.062,0.051,F,F,F,F,F,F,F,00.29,00.78,55.3,58.4,65,55.5,58.6,65,0
2025-01-27 14:30,10:00:50,CV,0.805,0.841,1.199,1.008,0.048,0.04,F,F,F,F,F,F,F,00.29,00.76,55.2,58.4,65,55.5,58.6,65,0
2025-01-27 14:30,10:00:51,CV,0.8,0.811,1.98,1.606,0.079,0.064,F,F,F,F,F,F,F,00.30,00.75,55.2,58.4,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:52,CV,0.795,0.818,1.594,1.304,0.064,0.052,F,F,F,F,F,F,F,00.31,00.76,55.2,58.4,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:53,CV,0.79,0.801,2.533,2.029,0.101,0.081,F,F,F,F,F,F,F,00.29,00.73,55.2,58.3,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:54,CV,0.785,0.81,2.069,1.676,0.083,0.067,F,F,F,F,F,F,F,00.30,00.77,55.2,58.3,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:55,CV,0.78,0.79,1.577,1.246,0.063,0.05,F,F,F,F,F,F,F,00.30,00.75,55.2,58.3,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:56,CV,0.775,0.79,3.216,2.541,0.129,0.102,F,F,F,F,F,F,F,00.29,00.74,55.2,58.3,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:00:57,CV,0.77,0.799,2.846,2.274,0.114,0.091,F,F,F,F,F,F,F,00.30,00.76,55.2,58.3,65.1,55.4,58.7,65,0
2025-01-27 14:30,10:00:58,CV,0.765,0.792,3.216,2.547,0.129,0.102,F,F,F,F,F,F,F,00.31,00.75,55.3,58.3,65.1,55.4,58.7,65,0
2025-01-27 14:30,10:00:59,CV,0.76,0.791,3.441,2.722,0.138,0.109,F,F,F,F,F,F,F,00.31,00.76,55.3,58.3,65.1,55.4,58.7,65,0
2025-01-27 14:30,10:01:00,CV,0.755,0.784,3.856,3.023,0.154,0.121,F,F,F,F,F,F,F,00.30,00.77,55.3,58.3,65.1,55.4,58.6,65,0
2025-01-27 14:30,10:01:01,CV,0.75,0.761,5.649,4.299,0.226,0.172,F,F,F,F,F,F,F,00.29,00.75,55.3,58.3,65.1,55.4,58.6,64.9,0
2025-01-27 14:30,10:01:02,CV,0.745,0.801,3.071,2.46,0.123,0.098,F,F,F,F,F,F,F,00.30,00.78,55.3,58.3,65,55.4,58.6,64.9,0
2025-01-27 14:30,10:01:03,CV,0.74,0.751,5.984,4.494,0.239,0.18,F,F,F,F,F,F,F,00.29,00.76,55.3,58.3,65,55.4,58.6,64.9,0
2025-01-27 14:30,10:01:04,CV,0.735,0.768,5.318,4.084,0.213,0.163,F,F,F,F,F,F,F,00.30,00.78,55.3,58.3,65,55.4,58.6,64.9,0
2025-01-27 14:30,10:01:05,CV,0.73,0.748,6.93,5.184,0.277,0.207,F,F,F,F,F,F,F,00.29,00.79,55.3,58.3,65,55.4,58.6,64.9,0
2025-01-27 14:30,10:01:06,CV,0.725,0.761,6.105,4.646,0.244,0.186,F,F,F,F,F,F,F,00.29,00.80,55.3,58.3,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:07,CV,0.72,0.782,4.752,3.716,0.19,0.149,F,F,F,F,F,F,F,00.30,00.79,55.3,58.3,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:08,CV,0.715,0.732,8.801,6.442,0.352,0.258,F,F,F,F,F,F,F,00.29,00.76,55.3,58.3,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:09,CV,0.71,0.72,10.11,7.279,0.404,0.291,F,F,F,F,F,F,F,00.30,00.77,55.3,58.3,65,55.4,58.7,65,0
2025-01-27 14:30,10:01:10,CV,0.705,0.74,11.16,8.258,0.446,0.33,F,F,F,F,F,F,F,00.29,00.78,55.3,58.3,65,55.4,58.7,65,0
2025-01-27 14:30,10:01:11,CV,0.7,0.74,8.506,6.294,0.34,0.252,F,F,F,F,F,F,F,00.31,00.77,55.3,58.3,65,55.4,58.7,65,0
2025-01-27 14:30,10:01:12,CV,0.695,0.731,9.323,6.815,0.373,0.273,F,F,F,F,F,F,F,00.30,00.78,55.3,58.3,65,55.4,58.7,65,0
2025-01-27 14:30,10:01:13,CV,0.69,0.7,12.38,8.666,0.495,0.347,F,F,F,F,F,F,F,00.30,00.74,55.3,58.2,65,55.4,58.7,65,0
2025-01-27 14:30,10:01:14,CV,0.685,0.695,13.05,9.07,0.522,0.363,F,F,F,F,F,F,F,00.29,00.76,55.3,58.2,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:15,CV,0.68,0.701,12.51,8.77,0.5,0.351,F,F,F,F,F,F,F,00.31,00.73,55.3,58.2,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:16,CV,0.675,0.715,11.3,8.079,0.452,0.323,F,F,F,F,F,F,F,00.28,00.79,55.3,58.2,65,55.4,58.7,64.9,0
2025-01-27 14:30,10:01:17,CV,0.67,0.68,14.9,10.132,0.596,0.405,F,F,F,F,F,F,F,00.30,00.76,55.3,58.2,65,55.4,58.6,65,0
2025-01-27 14:30,10:01:18,CV,0.665,0.703,12.72,8.942,0.509,0.358,F,F,F,F,F,F,F,00.31,00.76,55.3,58.2,65,55.4,58.6,65,0
2025-01-27 14:30,10:01:19,CV,0.66,0.703,13.01,9.146,0.52,0.366,F,F,F,F,F,F,F,00.29,00.77,55.3,58.2,65,55.4,58.6,65,0
2025-01-27 14:30,10:01:20,CV,0.655,0.703,15.59,10.96,0.624,0.438,F,F,F,F,F,F,F,00.30,00.79,55.3,58.2,65,55.4,58.6,65,0
2025-01-27 14:30,10:01:21,CV,0.65,0.694,14.22,9.869,0.569,0.395,F,F,F,F,F,F,F,00.29,00.77,55.3,58.2,65.1,55.4,58.6,65,0
2025-01-27 14:30,10:01:22,CV,0.645,0.684,15.11,10.335,0.604,0.413,F,F,F,F,F,F,F,00.29,00.75,55.3,58.2,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:01:23,CV,0.64,0.684,15.34,10.493,0.614,0.42,F,F,F,F,F,F,F,00.29,00.78,55.3,58.2,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:01:24,CV,0.635,0.674,16.25,10.953,0.65,0.438,F,F,F,F,F,F,F,00.29,00.77,55.3,58.2,65,55.5,58.6,65,0
2025-01-27 14:30,10:01:25,CV,0.63,0.64,19.33,12.371,0.773,0.495,F,F,F,F,F,F,F,00.30,00.77,55.3,58.2,65,55.5,58.6,65,0
2025-01-27 14:30,10:01:26,CV,0.625,0.635,20.01,12.706,0.8,0.508,F,F,F,F,F,F,F,00.30,00.77,55.2,58.2,65,55.5,58.6,65,0
2025-01-27 14:30,10:01:27,CV,0.62,0.64,19.61,12.55,0.784,0.502,F,F,F,F,F,F,F,00.30,00.78,55.2,58.2,65.1,55.5,58.6,65,0
2025-01-27 14:30,10:01:28,CV,0.615,0.657,18.3,12.023,0.732,0.481,F,F,F,F,F,F,F,00.30,00.71,55.2,58.2,65.1,55.5,58.6,65,0
