mode,ox/red,error,control changes,counter inc.,Ns,time/s,control/V,Voltage(V),Current(A),<I>/mA,dQ/mA.h,I Range,Pwe/W,Rwe/Ohm,Power density(W/cm2)
3,0,0,1,0,0,72073.4768640112,0.0,0.88201261,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72074.4768637765,0.0,0.93759203,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72075.4768635418,0.0,0.94737661,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72076.4768633071,0.0,0.95248824,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72077.4768630724,0.0,0.95569253,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72078.4768628377,0.0,0.95832467,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72079.476862603,0.0,0.96021295,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72080.4768623683,0.0,0.9616434,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72081.4768621336,0.0,0.96267337,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72082.4768618989,0.0,0.96355075,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72083.4768616643,0.0,0.96458071,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72084.4768614296,0.0,0.96507663,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72085.4768611949,0.0,0.96576321,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72086.4768609602,0.0,0.96614468,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72087.4768607255,0.0,0.96654522,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72088.4768604908,0.0,0.96675503,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72089.4768602561,0.0,0.96704113,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72090.4768600214,0.0,0.96725094,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72091.4768597867,0.0,0.96744168,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72092.476859552,0.0,0.96784222,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72093.4768593164,0.0,0.96782315,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72094.476859078,0.0,0.96791852,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72095.4768588396,0.0,0.96810925,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72096.4768586011,0.0,0.96809018,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72097.4768583627,0.0,0.9681474,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72098.4768581243,0.0,0.96816647,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72099.4768578859,0.0,0.96837628,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72100.4768576475,0.0,0.96833813,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72101.476857409,0.0,0.96839535,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,1,0,0,72102.4768571706,0.0,0.96839535,0.0,0.0,-0.000350043429904513,14,0.0,0.0,0.0
3,0,0,0,0,0,72103.4766569327,0.96853328,0.9687196,0.0,0.0,0.0,26,0.0,0.0,0.0
2,0,0,1,0,1,72103.4782569326,0.96871859,0.96910107,0.007859414160251611,-7.85941416025161,-3.49307296011183e-06,26,-0.0076165665,123.30449,0.0003046626668909195
2,0,0,1,0,1,72103.4802569318,0.96861851,0.96885312,0.0262937337875366,-26.2937337875366,-1.81007017824384e-05,26,-0.025474766,36.847301,0.00101899064066017
2,0,0,1,0,1,72103.4822569307,0.9685185,0.96898663,0.033977879524231,-33.977879524231,-3.69773010942671e-05,26,-0.032924112,28.51816,0.001316964438989224
2,0,0,1,0,1,72103.4842569308,0.96841842,0.96877682,0.0389649425506591,-38.9649425506591,-5.86244905524783e-05,26,-0.037748333,24.862782,0.001509933325428409
2,0,0,1,0,1,72103.4862569308,0.9683184,0.96870053,0.0426797969818115,-42.6797969818115,-8.23354884518517e-05,26,-0.041343942,22.696934,0.001653757678262928
2,0,0,1,0,1,72103.4882569299,0.96821833,0.96862423,0.044817110824585,-44.817110824585,-0.000107233881235122,26,-0.043410938,21.612822,0.001736437578531533
2,0,0,1,0,1,72103.4902569291,0.96811825,0.96839535,0.0479721900939941,-47.9721900939941,-0.000133885097106297,26,-0.046456046,20.186598,0.001858241832653598
2,0,0,1,0,1,72103.4922569292,0.96801823,0.96850979,0.047768635559082,-47.768635559082,-0.000160423227548599,26,-0.046264391,20.275015,0.001850575647756522
2,0,0,1,0,1,72103.4942569292,0.96791816,0.96849072,0.0512799358367922,-51.2799358367922,-0.000188912079519695,26,-0.049664143,18.886349,0.001986565679205147
2,0,0,1,0,1,72103.4962569284,0.96781808,0.96812832,0.0508219406127929,-50.8219406127929,-0.000217146489699681,26,-0.049202159,19.049417,0.001968086399384119
2,0,0,1,0,1,72103.4982569275,0.96771806,0.96809018,0.053977018737793,-53.977018737793,-0.000247133721060223,26,-0.052254621,17.935228,0.002090184871429336
2,0,0,1,0,1,72103.5002569276,0.96761799,0.96812832,0.0568776588439941,-56.8776588439941,-0.000278732418298721,26,-0.055064872,17.02124,0.002202594892086766
2,0,0,1,0,1,72103.5022569275,0.96751797,0.96774685,0.0554018951416015,-55.4018951416015,-0.000309511248085233,26,-0.053615011,17.467756,0.002144600380292606
2,0,0,1,0,1,72103.5042569267,0.9674179,0.967785,0.0579972011566162,-57.9972011566162,-0.000341731914546754,26,-0.056128822,16.686754,0.002245152852854232
2,0,0,1,0,1,72103.5062569258,0.96731782,0.96776593,0.0577936489105225,-57.7936489105225,-0.000373839496427112,26,-0.055930723,16.745195,0.002237228975439412
2,0,0,1,0,1,72103.5082569259,0.9672178,0.9674989,0.0565723308563232,-56.5723308563232,-0.000405268567005793,26,-0.054733668,17.10198,0.00218934671495715
2,0,0,1,0,1,72103.5102569256,0.96711773,0.96765149,0.05804809150695801,-58.048091506958,-0.000437517505460315,26,-0.056170322,16.669825,0.002246812889534571
2,0,0,1,0,1,72103.5122569245,0.96701765,0.96744168,0.05901497077941911,-59.0149707794191,-0.000470303598642349,26,-0.057093542,16.393156,0.002283741699039685
2,0,0,1,0,1,72103.5142569238,0.96691763,0.96725094,0.0600327404022218,-60.0327404022218,-0.000503655118544896,26,-0.058066726,16.112057,0.002322668983393001
2,0,0,1,0,1,72103.5162569238,0.96681756,0.96734631,0.0603380672454834,-60.3380672454834,-0.000537176265743043,26,-0.058367807,16.032106,0.002334712268098009
2,0,0,1,0,1,72103.5182569234,0.96671748,0.96715558,0.0615085021972656,-61.5085021972656,-0.000571347654157214,26,-0.059488289,15.723933,0.002379531644701107
2,0,0,1,0,1,72103.5202569223,0.96661747,0.96698391,0.06217005004882811,-62.1700500488281,-0.000605886570003297,26,-0.060117438,15.553855,0.002404697523244459
2,0,0,1,0,1,72103.5222569217,0.96651739,0.96694577,0.0606942874908447,-60.6942874908447,-0.000639605616913901,26,-0.058688086,15.931413,0.002347523382097448
2,0,0,1,0,1,72103.5242569217,0.96641737,0.96669781,0.0623227176666262,-62.3227176666262,-0.000674229346407784,26,-0.060247235,15.511163,0.002409889387263034
2,0,0,1,0,1,72103.5262569212,0.9663173,0.96667874,0.06049073257446291,-60.4907325744629,-0.000707835308101442,26,-0.058475103,15.980609,0.00233900420587035
2,0,0,1,0,1,72103.5282569201,0.96621722,0.96650708,0.06379847946167,-63.79847946167,-0.000743278906106948,26,-0.061661683,15.149375,0.002466467283717546
2,0,0,1,0,1,72103.5302569196,0.9661172,0.96641171,0.0619156120300293,-61.9156120300293,-0.000777676465802722,26,-0.059835974,15.60853,0.002393438899905488
2,0,0,1,0,1,72103.5322569196,0.96601713,0.96646893,0.06405292663574219,-64.0529266357422,-0.000813261420806249,26,-0.061905164,15.088599,0.00247620653876057
2,0,0,1,0,1,72103.534256919,0.96591705,0.96631634,0.0631878177642822,-63.1878177642822,-0.000848365762313207,26,-0.061059423,15.292764,0.002442376831782726
2,0,0,1,0,1,72103.5362569179,0.96581703,0.96610653,0.064561803817749,-64.561803817749,-0.000884233430253134,26,-0.062373582,14.964057,0.002494943210276249
2,0,0,1,0,1,72103.5382569176,0.96571696,0.9662019,0.0624753810882568,-62.4753810882568,-0.000918941974454455,26,-0.060363833,15.465322,0.002414553276427912
2,0,0,1,0,1,72103.5402569175,0.96561688,0.96601117,0.0630351543426515,-63.0351543426515,-0.000953961503373252,26,-0.060892664,15.324959,0.002435706527907014
2,0,0,1,0,1,72103.5422569168,0.96551687,0.96582043,0.0681748821258545,-68.1748821258545,-0.000991836436192194,26,-0.065844692,14.166807,0.002633787758799684
2,0,0,1,0,1,72103.5442569158,0.96541679,0.96570599,0.0645109188079834,-64.5109188079834,-0.00102767583298683,26,-0.062298581,14.969652,0.002491943228530929
2,0,0,1,0,1,72103.5462569155,0.96531677,0.9656297,0.06471447525024421,-64.7144752502442,-0.00106362831584612,26,-0.062490217,14.921387,0.00249960877286203
2,0,0,1,0,1,72103.5482569155,0.9652167,0.96564877,0.0671062259674074,-67.1062259674074,-0.00110090954995155,26,-0.064801045,14.389853,0.002592041782590761
2,0,0,1,0,1,72103.5502569146,0.96511662,0.96545804,0.0659866813659668,-65.9866813659668,-0.00113756881568166,26,-0.063707374,14.631104,0.002548294882307634
2,0,0,1,0,1,72103.5522569136,0.9650166,0.96543896,0.0660375698089601,-66.0375698089601,-0.00117425635107358,26,-0.063755244,14.619541,0.002550209708691593
2,0,0,1,0,1,72103.5542569134,0.96491653,0.96521008,0.06613935203552251,-66.1393520355225,-0.00121100043129921,26,-0.06383837,14.593582,0.002553534770774194
2,0,0,1,0,1,72103.5562569134,0.96481645,0.96519101,0.06720800514221191,-67.2080051422119,-0.00124833820854293,26,-0.064868562,14.361251,0.002594742494531868
2,0,0,1,0,1,72103.5582569125,0.96471643,0.96507663,0.0661902339935304,-66.1902339935304,-0.00128511055906613,26,-0.063878648,14.580348,0.00255514591845551
2,0,0,1,0,1,72103.5602569114,0.96461636,0.96507663,0.0673097785949707,-67.3097785949707,-0.00132250487796465,26,-0.064959094,14.337837,0.002598363771699218
2,0,0,1,0,1,72103.5622569114,0.96451628,0.96482867,0.0678695522308349,-67.8695522308349,-0.00136021018306414,26,-0.06548249,14.215928,0.002619299592494879
2,0,0,1,0,1,72103.5642569114,0.96441627,0.96467608,0.0668517848968506,-66.8517848968506,-0.00139735005932384,26,-0.064490318,14.430072,0.002579612711811882
2,0,0,1,0,1,72103.5662569103,0.96431619,0.96463794,0.0671571113586425,-67.1571113586425,-0.00143465956478648,26,-0.064782299,14.363898,0.00259129190229406
2,0,0,1,0,1,72103.5682569092,0.96421617,0.96456164,0.0686328819274902,-68.6328819274902,-0.00147278893939654,26,-0.066200644,14.053929,0.002648025805996252
2,0,0,1,0,1,72103.5702569093,0.9641161,0.96482867,0.067869550704956,-67.869550704956,-0.00151049424364831,26,-0.06548249,14.215928,0.002619299533606411
2,0,0,1,0,1,72103.5722569093,0.96401602,0.96442813,0.06832754783630379,-68.3275478363038,-0.00154845398905542,26,-0.06589701,14.114778,0.002635880367490081
2,0,0,1,0,1,72103.5742569086,0.963916,0.96419924,0.0685311046600341,-68.5311046600341,-0.00158652682073911,26,-0.066077642,14.069512,0.002643105561182614
2,0,0,1,0,1,72103.5762569076,0.96381593,0.96429461,0.0686837646484375,-68.6837646484375,-0.00162468446607059,26,-0.066231385,14.03963,0.002649255361799873
