Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-01-29 04:34:54,10:01:14,CV,0.685,0.724,13.14,9.513,0.526,0.381,F,F,F,F,F,F,F,0.3,0.76,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:34:55,10:01:15,CV,0.68,0.721,10.33,7.448,0.413,0.298,F,F,F,F,F,F,F,0.29,0.77,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:34:56,10:01:16,CV,0.675,0.721,12.8,9.229,0.512,0.369,F,F,F,F,F,F,F,0.29,0.76,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:34:57,10:01:17,CV,0.67,0.712,11.47,8.167,0.459,0.327,F,F,F,F,F,F,F,0.3,0.76,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:34:58,10:01:18,CV,0.665,0.702,12.38,8.691,0.495,0.348,F,F,F,F,F,F,F,0.29,0.77,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:34:59,10:01:19,CV,0.66,0.67,15.53,10.405,0.621,0.416,F,F,F,F,F,F,F,0.29,0.78,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:00,10:01:20,CV,0.655,0.696,16.64,11.581,0.666,0.463,F,F,F,F,F,F,F,0.3,0.78,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:01,10:01:21,CV,0.65,0.661,15.62,10.325,0.625,0.413,F,F,F,F,F,F,F,0.29,0.77,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:02,10:01:22,CV,0.645,0.673,14.44,9.718,0.578,0.389,F,F,F,F,F,F,F,0.3,0.76,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:03,10:01:23,CV,0.64,0.65,16.74,10.881,0.67,0.435,F,F,F,F,F,F,F,0.3,0.76,55.4,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:04,10:01:24,CV,0.635,0.657,17.34,11.392,0.694,0.456,F,F,F,F,F,F,F,0.3,0.75,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:05,10:01:25,CV,0.63,0.672,16.1,10.819,0.644,0.433,F,F,F,F,F,F,F,0.3,0.79,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:06,10:01:26,CV,0.625,0.669,16.6,11.105,0.664,0.444,F,F,F,F,F,F,F,0.3,0.78,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:07,10:01:27,CV,0.62,0.63,17.3,10.899,0.692,0.436,F,F,F,F,F,F,F,0.3,0.78,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:08,10:01:28,CV,0.615,0.664,18.11,12.025,0.724,0.481,F,F,F,F,F,F,F,0.3,0.77,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:09,10:01:29,CV,0.61,0.654,18.34,11.994,0.734,0.48,F,F,F,F,F,F,F,0.3,0.78,55.3,58.5,65.0,55.4,57.7,65.0
2025-01-29 04:35:10,10:01:30,CV,0.605,0.644,19.15,12.333,0.766,0.493,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.0,55.4,57.7,65.0
2025-01-29 04:35:11,10:01:31,CV,0.6,0.619,21.12,13.073,0.845,0.523,F,F,F,F,F,F,F,0.29,0.83,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:12,10:01:32,CV,0.595,0.617,21.54,13.29,0.862,0.532,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:13,10:01:33,CV,0.59,0.6,20.54,12.324,0.822,0.493,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:14,10:01:34,CV,0.585,0.633,22.6,14.306,0.904,0.572,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:15,10:01:35,CV,0.58,0.623,21.56,13.432,0.862,0.537,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:16,10:01:36,CV,0.575,0.614,22.22,13.643,0.889,0.546,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.4,57.8,65.0
2025-01-29 04:35:17,10:01:37,CV,0.57,0.581,24.44,14.2,0.978,0.568,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:18,10:01:38,CV,0.565,0.606,23.02,13.95,0.921,0.558,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:19,10:01:39,CV,0.56,0.57,23.56,13.429,0.942,0.537,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:20,10:01:40,CV,0.555,0.601,24.11,14.49,0.964,0.58,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:21,10:01:41,CV,0.55,0.627,21.98,13.781,0.879,0.551,F,F,F,F,F,F,F,0.3,0.76,55.2,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:22,10:01:42,CV,0.545,0.578,25.24,14.589,1.01,0.584,F,F,F,F,F,F,F,0.29,0.75,55.2,58.4,65.0,55.4,57.9,65.0
2025-01-29 04:35:23,10:01:43,CV,0.54,0.551,26.78,14.756,1.071,0.59,F,F,F,F,F,F,F,0.31,0.76,55.2,58.4,65.0,55.4,58.0,65.0
2025-01-29 04:35:24,10:01:44,CV,0.535,0.572,25.77,14.74,1.031,0.59,F,F,F,F,F,F,F,0.29,0.78,55.2,58.4,65.0,55.4,58.0,65.0
2025-01-29 04:35:25,10:01:45,CV,0.53,0.569,26.09,14.845,1.044,0.594,F,F,F,F,F,F,F,0.31,0.76,55.2,58.4,65.0,55.4,58.0,65.0
2025-01-29 04:35:26,10:01:46,CV,0.525,0.569,27.39,15.585,1.096,0.623,F,F,F,F,F,F,F,0.3,0.8,55.2,58.4,65.0,55.4,58.0,65.0
2025-01-29 04:35:27,10:01:47,CV,0.52,0.559,26.83,14.998,1.073,0.6,F,F,F,F,F,F,F,0.29,0.82,55.2,58.4,65.1,55.4,58.0,65.0
2025-01-29 04:35:28,10:01:48,CV,0.515,0.533,28.03,14.94,1.121,0.598,F,F,F,F,F,F,F,0.3,0.78,55.2,58.4,65.1,55.4,58.0,65.0
2025-01-29 04:35:29,10:01:49,CV,0.51,0.547,27.54,15.064,1.102,0.603,F,F,F,F,F,F,F,0.31,0.79,55.2,58.3,65.1,55.4,58.0,65.0
2025-01-29 04:35:30,10:01:50,CV,0.505,0.523,28.66,14.989,1.146,0.6,F,F,F,F,F,F,F,0.3,0.73,55.2,58.3,65.0,55.4,58.0,65.0
2025-01-29 04:35:31,10:01:51,CV,0.5,0.573,26.34,15.093,1.054,0.604,F,F,F,F,F,F,F,0.3,0.81,55.2,58.3,65.0,55.4,58.0,65.0
2025-01-29 04:35:32,10:01:52,CV,0.495,0.506,29.38,14.866,1.175,0.595,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,58.0,65.0
2025-01-29 04:35:33,10:01:53,CV,0.49,0.525,28.83,15.136,1.153,0.605,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,65.1,55.4,58.0,65.0
2025-01-29 04:35:34,10:01:54,CV,0.485,0.521,29.17,15.198,1.167,0.608,F,F,F,F,F,F,F,0.31,0.78,55.3,58.3,65.1,55.4,58.1,65.0
2025-01-29 04:35:35,10:01:55,CV,0.48,0.513,29.43,15.098,1.177,0.604,F,F,F,F,F,F,F,0.28,0.76,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:36,10:01:56,CV,0.475,0.51,29.69,15.142,1.188,0.606,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:37,10:01:57,CV,0.47,0.502,30.72,15.421,1.229,0.617,F,F,F,F,F,F,F,0.3,0.73,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:38,10:01:58,CV,0.465,0.476,30.72,14.623,1.229,0.585,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:39,10:01:59,CV,0.46,0.471,29.01,13.664,1.16,0.547,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:40,10:02:00,CV,0.455,0.471,31.0,14.601,1.24,0.584,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:41,10:02:01,CV,0.45,0.482,30.87,14.879,1.235,0.595,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:42,10:02:02,CV,0.445,0.463,31.36,14.52,1.254,0.581,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:43,10:02:03,CV,0.44,0.472,31.24,14.745,1.25,0.59,F,F,F,F,F,F,F,0.3,0.8,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:44,10:02:04,CV,0.435,0.447,31.76,14.197,1.27,0.568,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,65.0,55.4,58.1,65.0
2025-01-29 04:35:45,10:02:05,CV,0.43,0.462,31.61,14.604,1.264,0.584,F,F,F,F,F,F,F,0.3,0.76,55.3,58.3,65.0,55.4,58.2,65.0
2025-01-29 04:35:46,10:02:06,CV,0.425,0.436,31.82,13.874,1.273,0.555,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65.0,55.4,58.2,65.0
2025-01-29 04:35:47,10:02:07,CV,0.42,0.456,32.0,14.592,1.28,0.584,F,F,F,F,F,F,F,0.29,0.83,55.3,58.2,65.0,55.4,58.3,65.0
2025-01-29 04:35:48,10:02:08,CV,0.415,0.446,32.13,14.33,1.285,0.573,F,F,F,F,F,F,F,0.3,0.79,55.3,58.2,65.0,55.4,58.3,65.0
2025-01-29 04:35:49,10:02:09,CV,0.41,0.439,32.23,14.149,1.289,0.566,F,F,F,F,F,F,F,0.29,0.75,55.3,58.2,65.0,55.4,58.3,65.0
2025-01-29 04:35:50,10:02:10,CV,0.405,0.416,32.63,13.574,1.305,0.543,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65.0,55.4,58.3,65.0
2025-01-29 04:35:51,10:02:11,CV,0.4,0.418,32.7,13.669,1.308,0.547,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,65.0,55.4,58.3,65.0
2025-01-29 04:35:52,10:02:12,CV,0.395,0.426,32.66,13.913,1.306,0.557,F,F,F,F,F,F,F,0.31,0.78,55.3,58.2,65.1,55.4,58.3,65.0
2025-01-29 04:35:53,10:02:13,CV,0.39,0.426,32.97,14.045,1.319,0.562,F,F,F,F,F,F,F,0.29,0.75,55.3,58.2,65.1,55.4,58.4,65.0
2025-01-29 04:35:54,10:02:14,CV,0.385,0.396,33.2,13.147,1.328,0.526,F,F,F,F,F,F,F,0.29,0.74,55.3,58.2,65.1,55.4,58.4,65.0
2025-01-29 04:35:55,10:02:15,CV,0.38,0.403,33.11,13.343,1.324,0.534,F,F,F,F,F,F,F,0.28,0.78,55.3,58.2,65.0,55.4,58.4,65.0
2025-01-29 04:35:56,10:02:16,CV,0.375,0.393,33.4,13.126,1.336,0.525,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65.0,55.4,58.4,65.0
2025-01-29 04:35:57,10:02:17,CV,0.37,0.399,33.28,13.279,1.331,0.531,F,F,F,F,F,F,F,0.31,0.76,55.3,58.3,65.0,55.4,58.4,65.0
2025-01-29 04:35:58,10:02:18,CV,0.365,0.376,33.62,12.641,1.345,0.506,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,58.4,65.0
2025-01-29 04:35:59,10:02:19,CV,0.36,0.383,33.55,12.85,1.342,0.514,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,58.5,65.0
2025-01-29 04:36:00,10:02:20,CV,0.355,0.366,33.79,12.367,1.352,0.495,F,F,F,F,F,F,F,0.29,0.74,55.3,58.3,65.0,55.4,58.5,65.0
2025-01-29 04:36:01,10:02:21,CV,0.35,0.373,33.76,12.592,1.35,0.504,F,F,F,F,F,F,F,0.3,0.74,55.3,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:02,10:02:22,CV,0.345,0.357,34.03,12.149,1.361,0.486,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:03,10:02:23,CV,0.34,0.363,33.9,12.306,1.356,0.492,F,F,F,F,F,F,F,0.3,0.78,55.3,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:04,10:02:24,CV,0.335,0.386,34.01,13.128,1.36,0.525,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:05,10:02:25,CV,0.33,0.386,34.21,13.205,1.368,0.528,F,F,F,F,F,F,F,0.31,0.78,55.4,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:06,10:02:26,CV,0.325,0.335,34.33,11.501,1.373,0.46,F,F,F,F,F,F,F,0.3,0.77,55.4,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:07,10:02:27,CV,0.32,0.356,34.4,12.246,1.376,0.49,F,F,F,F,F,F,F,0.3,0.8,55.4,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:08,10:02:28,CV,0.315,0.332,34.41,11.424,1.376,0.457,F,F,F,F,F,F,F,0.3,0.79,55.4,58.3,65.0,55.4,58.6,65.0
2025-01-29 04:36:09,10:02:29,CV,0.31,0.332,34.52,11.461,1.381,0.458,F,F,F,F,F,F,F,0.29,0.79,55.4,58.3,65.1,55.4,58.6,65.0
2025-01-29 04:36:10,10:02:30,CV,0.305,0.317,34.62,10.975,1.385,0.439,F,F,F,F,F,F,F,0.29,0.74,55.4,58.3,65.1,55.4,58.6,65.0
