Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ)
2025-02-05 13:27,10:00:31,CV,0.9,0.946,0.007,0.007,0,0,F,F,F,F,F,F,F,00.29,00.79,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:32,CV,0.895,0.946,0.007,0.007,0,0,F,F,F,F,F,F,F,00.30,00.80,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:33,CV,0.89,0.462,0.009,0.004,0,0,F,F,F,F,F,F,F,00.29,00.79,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:34,CV,0.885,0.917,0.009,0.008,0,0,F,F,F,F,F,F,F,00.30,00.77,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:35,CV,0.88,0.886,0.05,0.044,0.002,0.002,F,F,F,F,F,F,F,00.30,00.75,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:36,CV,0.875,0.914,0.009,0.008,0,0,F,F,F,F,F,F,F,00.31,00.78,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:37,CV,0.87,0.912,0.009,0.008,0,0,F,F,F,F,F,F,F,00.29,00.76,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:38,CV,0.865,0.848,0.489,0.415,0.02,0.017,F,F,F,F,F,F,F,00.30,00.73,55.4,58.4,65,55.2,58,65
2025-02-05 13:27,10:00:39,CV,0.86,0.91,0.398,0.362,0.016,0.014,F,F,F,F,F,F,F,00.30,00.78,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:40,CV,0.855,0.863,0.278,0.24,0.011,0.01,F,F,F,F,F,F,F,00.31,00.77,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:41,CV,0.85,0.91,0.23,0.209,0.009,0.008,F,F,F,F,F,F,F,00.30,00.76,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:42,CV,0.845,0.857,0.323,0.277,0.013,0.011,F,F,F,F,F,F,F,00.30,00.78,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:43,CV,0.84,0.852,0.382,0.325,0.015,0.013,F,F,F,F,F,F,F,00.30,00.79,55.4,58.4,65,55.2,58.1,65
2025-02-05 13:27,10:00:44,CV,0.835,0.846,0.438,0.371,0.018,0.015,F,F,F,F,F,F,F,00.30,00.80,55.4,58.4,65,55.2,58.2,65
2025-02-05 13:27,10:00:45,CV,0.83,0.832,0.501,0.417,0.02,0.017,F,F,F,F,F,F,F,00.30,00.75,55.4,58.4,65,55.2,58.2,65
2025-02-05 13:27,10:00:46,CV,0.825,0.834,0.629,0.525,0.025,0.021,F,F,F,F,F,F,F,00.30,00.79,55.4,58.4,65,55.2,58.2,65
2025-02-05 13:27,10:00:47,CV,0.82,0.831,0.703,0.584,0.028,0.023,F,F,F,F,F,F,F,00.30,00.79,55.4,58.4,65,55.3,58.2,65
2025-02-05 13:27,10:00:48,CV,0.815,0.835,0.919,0.767,0.037,0.031,F,F,F,F,F,F,F,00.30,00.78,55.4,58.4,65,55.3,58.2,65
