Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non.1,Non.2,Non.3,Non.4,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),Cell (V) 1
2025-01-22 03:39:18,10:00:53,CV,0.79,0.806,2.985,2.406,0.119,0.096,F,F,F,F,F,F,F,0.29,0.76,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:19,10:00:54,CV,0.785,0.796,2.649,2.109,0.106,0.084,F,F,F,F,F,F,F,0.3,0.79,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:20,10:00:55,CV,0.78,0.814,3.714,3.023,0.149,0.121,F,F,F,F,F,F,F,0.3,0.73,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:21,10:00:56,CV,0.775,0.785,4.578,3.594,0.183,0.144,F,F,F,F,F,F,F,0.3,0.74,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:22,10:00:57,CV,0.77,0.801,3.548,2.842,0.142,0.114,F,F,F,F,F,F,F,0.3,0.79,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:23,10:00:58,CV,0.765,0.795,3.965,3.152,0.159,0.126,F,F,F,F,F,F,F,0.29,0.79,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:24,10:00:59,CV,0.76,0.78,5.289,4.125,0.212,0.165,F,F,F,F,F,F,F,0.29,0.77,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:25,10:01:00,CV,0.755,0.81,3.197,2.59,0.128,0.104,F,F,F,F,F,F,F,0.29,0.76,55.3,58.5,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:26,10:01:01,CV,0.75,0.76,7.108,5.402,0.284,0.216,F,F,F,F,F,F,F,0.3,0.74,55.3,58.5,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:27,10:01:02,CV,0.745,0.756,5.435,4.109,0.217,0.164,F,F,F,F,F,F,F,0.29,0.74,55.3,58.5,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:28,10:01:03,CV,0.74,0.773,6.117,4.728,0.245,0.189,F,F,F,F,F,F,F,0.3,0.76,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:29,10:01:04,CV,0.735,0.754,7.844,5.914,0.314,0.237,F,F,F,F,F,F,F,0.29,0.77,55.3,58.5,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:30,10:01:05,CV,0.73,0.752,8.266,6.216,0.331,0.249,F,F,F,F,F,F,F,0.29,0.73,55.3,58.4,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:31,10:01:06,CV,0.725,0.735,7.315,5.377,0.293,0.215,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:32,10:01:07,CV,0.72,0.764,7.315,5.589,0.293,0.224,F,F,F,F,F,F,F,0.28,0.79,55.3,58.4,65.1,55.4,58.0,64.9,0.0
2025-01-22 03:39:33,10:01:08,CV,0.715,0.725,8.32,6.032,0.333,0.241,F,F,F,F,F,F,F,0.29,0.8,55.3,58.4,65.1,55.4,58.0,64.9,0.0
2025-01-22 03:39:34,10:01:09,CV,0.71,0.73,10.84,7.913,0.434,0.317,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.1,55.4,58.0,64.9,0.0
2025-01-22 03:39:35,10:01:10,CV,0.705,0.745,9.424,7.021,0.377,0.281,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,65.1,55.4,58.0,64.9,0.0
2025-01-22 03:39:36,10:01:11,CV,0.7,0.723,11.85,8.568,0.474,0.343,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.4,58.0,64.9,0.0
2025-01-22 03:39:37,10:01:12,CV,0.695,0.736,10.59,7.794,0.424,0.312,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.0,55.3,58.0,64.9,0.0
2025-01-22 03:39:38,10:01:13,CV,0.69,0.7,14.54,10.178,0.582,0.407,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:39:39,10:01:14,CV,0.685,0.751,9.385,7.048,0.375,0.282,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:40,10:01:15,CV,0.68,0.69,12.33,8.508,0.493,0.34,F,F,F,F,F,F,F,0.3,0.79,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:41,10:01:16,CV,0.675,0.725,13.36,9.686,0.534,0.387,F,F,F,F,F,F,F,0.29,0.75,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:42,10:01:17,CV,0.67,0.715,13.55,9.688,0.542,0.388,F,F,F,F,F,F,F,0.3,0.75,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:43,10:01:18,CV,0.665,0.686,16.46,11.292,0.658,0.452,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:44,10:01:19,CV,0.66,0.67,18.31,12.268,0.732,0.491,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,64.9,55.3,58.0,65.0,0.0
2025-01-22 03:39:45,10:01:20,CV,0.655,0.677,17.71,11.99,0.708,0.48,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:39:46,10:01:21,CV,0.65,0.66,16.19,10.685,0.648,0.427,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:39:47,10:01:22,CV,0.645,0.696,18.99,13.217,0.76,0.529,F,F,F,F,F,F,F,0.29,0.8,55.3,58.4,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:39:48,10:01:23,CV,0.64,0.65,20.45,13.293,0.818,0.532,F,F,F,F,F,F,F,0.29,0.75,55.3,58.4,65.0,55.3,58.1,65.0,0.0
2025-01-22 03:39:49,10:01:24,CV,0.635,0.68,18.05,12.274,0.722,0.491,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.3,58.1,65.0,0.0
2025-01-22 03:39:50,10:01:25,CV,0.63,0.671,18.91,12.689,0.756,0.508,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.1,55.3,58.1,65.0,0.0
2025-01-22 03:39:51,10:01:26,CV,0.625,0.648,21.19,13.731,0.848,0.549,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:52,10:01:27,CV,0.62,0.693,17.19,11.913,0.688,0.477,F,F,F,F,F,F,F,0.3,0.79,55.3,58.4,65.1,55.4,58.0,65.0,0.0
2025-01-22 03:39:53,10:01:28,CV,0.615,0.625,23.08,14.425,0.923,0.577,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:54,10:01:29,CV,0.61,0.651,23.94,15.585,0.958,0.623,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:55,10:01:30,CV,0.605,0.65,21.62,14.053,0.865,0.562,F,F,F,F,F,F,F,0.3,0.8,55.3,58.4,65.0,55.4,58.0,65.0,0.0
2025-01-22 03:39:56,10:01:31,CV,0.6,0.619,23.81,14.738,0.952,0.59,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,64.9,55.4,58.0,65.0,0.0
2025-01-22 03:39:57,10:01:32,CV,0.595,0.616,24.26,14.944,0.97,0.598,F,F,F,F,F,F,F,0.3,0.81,55.3,58.4,64.9,55.4,57.9,65.0,0.0
2025-01-22 03:39:58,10:01:33,CV,0.59,0.632,25.66,16.217,1.026,0.649,F,F,F,F,F,F,F,0.3,0.76,55.3,58.4,64.9,55.4,57.9,65.0,0.0
2025-01-22 03:39:59,10:01:34,CV,0.585,0.596,25.66,15.293,1.026,0.612,F,F,F,F,F,F,F,0.29,0.77,55.3,58.4,64.9,55.4,57.9,65.0,0.0
2025-01-22 03:40:00,10:01:35,CV,0.58,0.622,26.42,16.433,1.057,0.657,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,64.9,55.4,57.9,65.0,0.0
2025-01-22 03:40:01,10:01:36,CV,0.575,0.595,26.04,15.494,1.042,0.62,F,F,F,F,F,F,F,0.31,0.76,55.3,58.4,64.9,55.4,57.9,65.0,0.0
2025-01-22 03:40:02,10:01:37,CV,0.57,0.595,25.2,14.994,1.008,0.6,F,F,F,F,F,F,F,0.29,0.8,55.3,58.4,64.9,55.4,57.8,65.0,0.0
2025-01-22 03:40:03,10:01:38,CV,0.565,0.585,26.75,15.649,1.07,0.626,F,F,F,F,F,F,F,0.29,0.74,55.3,58.4,64.9,55.4,57.8,65.0,0.0
2025-01-22 03:40:04,10:01:39,CV,0.56,0.579,27.08,15.679,1.083,0.627,F,F,F,F,F,F,F,0.29,0.78,55.3,58.3,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:05,10:01:40,CV,0.555,0.593,26.42,15.667,1.057,0.627,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:06,10:01:41,CV,0.55,0.628,24.56,15.424,0.982,0.617,F,F,F,F,F,F,F,0.29,0.76,55.3,58.3,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:07,10:01:42,CV,0.545,0.556,27.29,15.173,1.092,0.607,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:08,10:01:43,CV,0.54,0.583,27.63,16.108,1.105,0.644,F,F,F,F,F,F,F,0.29,0.74,55.3,58.3,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:09,10:01:44,CV,0.535,0.611,25.98,15.874,1.039,0.635,F,F,F,F,F,F,F,0.3,0.79,55.3,58.2,65.0,55.4,57.8,65.0,0.0
2025-01-22 03:40:10,10:01:45,CV,0.53,0.547,29.03,15.879,1.161,0.635,F,F,F,F,F,F,F,0.3,0.81,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:11,10:01:46,CV,0.525,0.56,28.58,16.005,1.143,0.64,F,F,F,F,F,F,F,0.29,0.74,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:12,10:01:47,CV,0.52,0.538,29.49,15.866,1.18,0.635,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:13,10:01:48,CV,0.515,0.525,29.3,15.383,1.172,0.615,F,F,F,F,F,F,F,0.3,0.8,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:14,10:01:49,CV,0.51,0.55,29.3,16.115,1.172,0.645,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:15,10:01:50,CV,0.505,0.515,29.82,15.357,1.193,0.614,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:16,10:01:51,CV,0.5,0.517,30.47,15.753,1.219,0.63,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:17,10:01:52,CV,0.495,0.564,28.95,16.328,1.158,0.653,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:18,10:01:53,CV,0.49,0.507,30.87,15.651,1.235,0.626,F,F,F,F,F,F,F,0.31,0.8,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:19,10:01:54,CV,0.485,0.517,30.66,15.851,1.226,0.634,F,F,F,F,F,F,F,0.29,0.8,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:20,10:01:55,CV,0.48,0.491,31.33,15.383,1.253,0.615,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:21,10:01:56,CV,0.475,0.507,31.09,15.763,1.244,0.631,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.3,57.8,65.0,0.0
2025-01-22 03:40:22,10:01:57,CV,0.47,0.482,31.74,15.299,1.27,0.612,F,F,F,F,F,F,F,0.3,0.73,55.3,58.2,65.0,55.3,57.9,65.0,0.0
2025-01-22 03:40:23,10:01:58,CV,0.465,0.501,31.89,15.977,1.276,0.639,F,F,F,F,F,F,F,0.29,0.76,55.3,58.2,65.0,55.3,57.9,65.0,0.0
2025-01-22 03:40:24,10:01:59,CV,0.46,0.49,31.73,15.548,1.269,0.622,F,F,F,F,F,F,F,0.3,0.76,55.3,58.2,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:40:25,10:02:00,CV,0.455,0.485,31.89,15.467,1.276,0.619,F,F,F,F,F,F,F,0.3,0.75,55.3,58.2,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:40:26,10:02:01,CV,0.45,0.462,32.28,14.913,1.291,0.597,F,F,F,F,F,F,F,0.29,0.77,55.3,58.2,65.0,55.3,58.0,65.0,0.0
2025-01-22 03:40:27,10:02:02,CV,0.445,0.453,31.7,14.36,1.268,0.574,F,F,F,F,F,F,F,0.3,0.82,55.3,58.2,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:28,10:02:03,CV,0.44,0.509,32.64,16.614,1.306,0.665,F,F,F,F,F,F,F,0.3,0.75,55.3,58.3,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:29,10:02:04,CV,0.435,0.445,32.79,14.592,1.312,0.584,F,F,F,F,F,F,F,0.3,0.79,55.3,58.3,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:30,10:02:05,CV,0.43,0.448,32.8,14.694,1.312,0.588,F,F,F,F,F,F,F,0.3,0.78,55.3,58.3,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:31,10:02:06,CV,0.425,0.456,32.67,14.898,1.307,0.596,F,F,F,F,F,F,F,0.29,0.77,55.3,58.3,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:32,10:02:07,CV,0.42,0.431,33.17,14.296,1.327,0.572,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,65.0,55.4,58.1,65.0,0.0
2025-01-22 03:40:33,10:02:08,CV,0.415,0.444,33.0,14.652,1.32,0.586,F,F,F,F,F,F,F,0.3,0.77,55.3,58.3,65.0,55.4,58.2,65.0,0.0
2025-01-22 03:40:34,10:02:09,CV,0.41,0.421,33.36,14.045,1.334,0.562,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65.0,55.4,58.2,65.0,0.0
2025-01-22 03:40:35,10:02:10,CV,0.405,0.44,33.45,14.718,1.338,0.589,F,F,F,F,F,F,F,0.29,0.79,55.3,58.2,65.0,55.4,58.3,65.0,0.0
2025-01-22 03:40:36,10:02:11,CV,0.4,0.454,33.18,15.064,1.327,0.603,F,F,F,F,F,F,F,0.29,0.81,55.3,58.2,65.0,55.4,58.3,65.0,0.0
2025-01-22 03:40:37,10:02:12,CV,0.395,0.412,33.6,13.843,1.344,0.554,F,F,F,F,F,F,F,0.29,0.78,55.3,58.2,65.0,55.4,58.3,65.0,0.0
2025-01-22 03:40:38,10:02:13,CV,0.39,0.4,33.8,13.52,1.352,0.541,F,F,F,F,F,F,F,0.3,0.79,55.3,58.2,65.0,55.4,58.3,65.0,0.0
2025-01-22 03:40:39,10:02:14,CV,0.385,0.397,33.57,13.327,1.343,0.533,F,F,F,F,F,F,F,0.3,0.77,55.3,58.2,65.0,55.4,58.3,65.0,0.0
2025-01-22 03:40:40,10:02:15,CV,0.38,0.416,33.57,13.965,1.343,0.559,F,F,F,F,F,F,F,0.3,0.78,55.3,58.2,65.0,55.3,58.3,65.0,0.0
2025-01-22 03:40:41,10:02:16,CV,0.375,0.397,33.85,13.438,1.354,0.538,F,F,F,F,F,F,F,0.3,0.75,55.3,58.2,65.0,55.3,58.4,65.1,0.0
2025-01-22 03:40:42,10:02:17,CV,0.37,0.387,33.89,13.115,1.356,0.525,F,F,F,F,F,F,F,0.3,0.78,55.2,58.3,65.0,55.3,58.4,65.1,0.0
2025-01-22 03:40:43,10:02:18,CV,0.365,0.414,33.92,14.043,1.357,0.562,F,F,F,F,F,F,F,0.29,0.76,55.2,58.3,65.0,55.3,58.4,65.1,0.0
2025-01-22 03:40:44,10:02:19,CV,0.36,0.372,34.17,12.711,1.367,0.508,F,F,F,F,F,F,F,0.29,0.77,55.2,58.3,65.0,55.3,58.4,65.1,0.0
2025-01-22 03:40:45,10:02:20,CV,0.355,0.402,34.2,13.748,1.368,0.55,F,F,F,F,F,F,F,0.29,0.76,55.2,58.3,65.0,55.3,58.4,65.1,0.0
2025-01-22 03:40:46,10:02:21,CV,0.35,0.362,34.29,12.413,1.372,0.497,F,F,F,F,F,F,F,0.29,0.74,55.2,58.3,65.0,55.3,58.5,65.1,0.0
2025-01-22 03:40:47,10:02:22,CV,0.345,0.368,34.2,12.586,1.368,0.503,F,F,F,F,F,F,F,0.3,0.76,55.2,58.3,65.0,55.3,58.5,65.0,0.0
2025-01-22 03:40:48,10:02:23,CV,0.34,0.369,34.12,12.59,1.365,0.504,F,F,F,F,F,F,F,0.29,0.81,55.2,58.4,65.0,55.3,58.5,65.0,0.0
2025-01-22 03:40:49,10:02:24,CV,0.335,0.366,34.41,12.594,1.376,0.504,F,F,F,F,F,F,F,0.29,0.78,55.2,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:50,10:02:25,CV,0.33,0.341,34.67,11.822,1.387,0.473,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:51,10:02:26,CV,0.325,0.354,34.56,12.234,1.382,0.489,F,F,F,F,F,F,F,0.29,0.76,55.3,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:52,10:02:27,CV,0.32,0.331,34.56,11.439,1.382,0.458,F,F,F,F,F,F,F,0.3,0.77,55.3,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:53,10:02:28,CV,0.315,0.352,34.74,12.228,1.39,0.489,F,F,F,F,F,F,F,0.31,0.82,55.3,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:54,10:02:29,CV,0.31,0.326,34.71,11.315,1.388,0.453,F,F,F,F,F,F,F,0.29,0.79,55.3,58.4,65.0,55.4,58.6,65.0,0.0
2025-01-22 03:40:55,10:02:30,CV,0.305,0.336,34.68,11.652,1.387,0.466,F,F,F,F,F,F,F,0.29,0.78,55.3,58.4,65.0,55.4,58.6,65.0,0.0
