Date/Time,CycleTime,Loader,Loader SV,Voltage(V),Current(A),Watt(W),A/งฒ,W/งฒ,An_n2 On,Ca_N2 On,Non,Non,Non,Non,Non,An_H2(5L)(งค/min),Ca_Air(20L)(งค/min),An_Water(กษ),An_Humidifier(กษ),An_Line Heater(กษ),Ca_Water(กษ),Ca_Humidifier(กษ),Ca_Line Heater(กษ),
2025-01-26 8:19,10:00:31,CV,0.9,0.962,0,0,0,0,F,F,F,F,F,F,F,00.29,00.74,55.7,58.5,65,55.3,58.8,65,0
2025-01-26 8:19,10:00:32,CV,0.895,0.962,0,0,0,0,F,F,F,F,F,F,F,00.30,00.78,55.7,58.5,65,55.3,58.8,64.9,0
2025-01-26 8:19,10:00:33,CV,0.89,0.524,31.54,16.527,1.262,0.661,F,F,F,F,F,F,F,00.30,00.77,55.7,58.5,65,55.3,58.8,64.9,0
2025-01-26 8:19,10:00:34,CV,0.885,0.922,0,0,0,0,F,F,F,F,F,F,F,00.29,00.78,55.7,58.5,65,55.3,58.9,64.9,0
2025-01-26 8:19,10:00:35,CV,0.88,0.94,0,0,0,0,F,F,F,F,F,F,F,00.30,00.76,55.7,58.5,65,55.3,58.9,64.9,0
2025-01-26 8:19,10:00:36,CV,0.875,0.856,0,0,0,0,F,F,F,F,F,F,F,00.29,00.79,55.7,58.5,65,55.3,58.9,64.9,0
2025-01-26 8:19,10:00:37,CV,0.87,0.875,0.403,0.353,0.016,0.014,F,F,F,F,F,F,F,00.29,00.75,55.7,58.5,65,55.3,58.9,64.9,0
2025-01-26 8:19,10:00:38,CV,0.865,0.93,0,0,0,0,F,F,F,F,F,F,F,00.29,00.78,55.6,58.5,65,55.3,58.9,64.9,0
2025-01-26 8:19,10:00:39,CV,0.86,0.87,0.428,0.372,0.017,0.015,F,F,F,F,F,F,F,00.29,00.75,55.6,58.5,65,55.4,58.9,64.9,0
2025-01-26 8:19,10:00:40,CV,0.855,0.925,0,0,0,0,F,F,F,F,F,F,F,00.30,00.75,55.6,58.5,65,55.4,58.9,64.9,0
2025-01-26 8:19,10:00:41,CV,0.85,0.851,0.718,0.611,0.029,0.024,F,F,F,F,F,F,F,00.30,00.76,55.6,58.5,65,55.4,58.9,64.9,0
2025-01-26 8:19,10:00:42,CV,0.845,0.92,0,0,0,0,F,F,F,F,F,F,F,00.29,00.79,55.6,58.5,65,55.4,58.9,64.9,0
2025-01-26 8:19,10:00:43,CV,0.84,0.849,0.793,0.673,0.032,0.027,F,F,F,F,F,F,F,00.29,00.77,55.6,58.5,65,55.4,58.9,65,0
2025-01-26 8:19,10:00:44,CV,0.835,0.914,0.835,0.763,0.033,0.031,F,F,F,F,F,F,F,00.30,00.75,55.6,58.5,65,55.4,58.9,65,0
2025-01-26 8:19,10:00:45,CV,0.83,0.847,0.823,0.697,0.033,0.028,F,F,F,F,F,F,F,00.30,00.75,55.6,58.5,65,55.4,58.9,65,0
